ZIP,county_fips,county_name,ranking_ratio
44632,151,Stark,0.3742487286176607
44633,075,Holmes,0.6350931677018633
44634,029,Columbiana,0.7186046511627907
44636,169,Wayne,1.0
44637,075,Holmes,0.8701633705932932
44638,075,Holmes,0.7884130982367759
44639,019,Carroll,1.0
44640,151,Stark,1.0
44641,151,Stark,0.24360509415478393
44643,157,Tuscarawas,0.36198791134989927
44644,019,Carroll,0.9365609348914858
44645,169,Wayne,0.7701923076923077
44646,151,Stark,0.11370651923519927
44647,151,Stark,0.3373646625201566
44648,151,Stark,1.0
44650,151,Stark,1.0
44651,019,Carroll,0.5822102425876011
44652,151,Stark,1.0
44653,157,Tuscarawas,1.0
44654,075,Holmes,0.2744375238337359
44656,157,Tuscarawas,0.9402220324508966
44657,151,Stark,0.4148711449091677
44659,169,Wayne,1.0
44660,075,Holmes,1.0
44661,075,Holmes,1.0
44662,151,Stark,0.3807296538821328
44663,157,Tuscarawas,0.18279738973189716
44665,029,Columbiana,0.0
44666,151,Stark,0.5749158249158249
44667,169,Wayne,0.31884798909338785
44669,151,Stark,0.7284552845528456
44670,151,Stark,1.0
44671,157,Tuscarawas,1.0
44672,099,Mahoning,0.9014357780364766
44675,019,Carroll,0.539756782039289
44676,169,Wayne,0.6474926253687315
44677,169,Wayne,0.8897996357012751
