region_id,region,anchor_county,county_name,SCH_NAME,LEA_NAME,school_level,school_type,zip5
1.0,Group 1 - Columbus Core,Franklin,Franklin,Focus Learning Academy of Southwestern Columbus,Focus Learning Academy of Southwestern Columbus,High,Regular School,43207
1.0,Group 1 - Columbus Core,Franklin,Franklin,Focus North High School,Focus North High School,High,Regular School,43229
1.0,Group 1 - Columbus Core,Franklin,Franklin,Forest Park Elementary School,Columbus City Schools District,Elementary,Regular School,43229
1.0,Group 1 - Columbus Core,Franklin,Franklin,Fort Hayes Arts and Academic HS,Columbus City Schools District,High,Regular School,43215
1.0,Group 1 - Columbus Core,Franklin,Franklin,Fort Hayes Career Center,Columbus City Schools District,High,Career and Technical School,43215
1.0,Group 1 - Columbus Core,Franklin,Franklin,Franklin Heights High School,South-Western City,High,Regular School,43204
1.0,Group 1 - Columbus Core,Franklin,Franklin,Franklin Learning Academy,Franklin Learning Academy,Elementary,Regular School,43215
1.0,Group 1 - Columbus Core,Franklin,Franklin,Franklin Woods Intermediate School,South-Western City,Middle,Regular School,43223
1.0,Group 1 - Columbus Core,Franklin,Franklin,Franklinton High School,Franklinton High School,High,Regular School,43222
1.0,Group 1 - Columbus Core,Franklin,Franklin,Franklinton Prep High School,Franklinton Prep High School,High,Regular School,43222
1.0,Group 1 - Columbus Core,Franklin,Franklin,French Run Elementary School,Reynoldsburg City,Elementary,Regular School,43068
1.0,Group 1 - Columbus Core,Franklin,Franklin,Gables Elementary School,Columbus City Schools District,Elementary,Regular School,43235
1.0,Group 1 - Columbus Core,Franklin,Franklin,Gahanna East Middle School,Gahanna-Jefferson City,Middle,Regular School,43230
1.0,Group 1 - Columbus Core,Franklin,Franklin,Gahanna Lincoln High School - OLS,Gahanna-Jefferson City,High,Regular School,43230
1.0,Group 1 - Columbus Core,Franklin,Franklin,Gahanna South Middle School,Gahanna-Jefferson City,Middle,Regular School,43230
1.0,Group 1 - Columbus Core,Franklin,Franklin,Gahanna West Middle School,Gahanna-Jefferson City,Middle,Regular School,43230
1.0,Group 1 - Columbus Core,Franklin,Franklin,Gahanna- Jefferson  Clark Hall,Gahanna-Jefferson City,Prekindergarten,Regular School,43230
1.0,Group 1 - Columbus Core,Franklin,Franklin,Galloway Ridge Intermediate School,South-Western City,Middle,Regular School,43119
1.0,Group 1 - Columbus Core,Franklin,Franklin,Georgian Heights Alt Elementary School,Columbus City Schools District,Elementary,Regular School,43228
1.0,Group 1 - Columbus Core,Franklin,Franklin,Glacier Ridge Elementary,Dublin City,Elementary,Regular School,43017
1.0,Group 1 - Columbus Core,Franklin,Franklin,Glendening Elementary School,Groveport Madison Local,Elementary,Regular School,43125
1.0,Group 1 - Columbus Core,Franklin,Franklin,Goshen Lane Elementary School,Gahanna-Jefferson City,Elementary,Regular School,43230
1.0,Group 1 - Columbus Core,Franklin,Franklin,Graham Elementary and Middle School,Graham Elementary and Middle School,Elementary,Regular School,43201
1.0,Group 1 - Columbus Core,Franklin,Franklin,Graham School The,Graham School The,High,Regular School,43214
1.0,Group 1 - Columbus Core,Franklin,Franklin,Granby Elementary School,Worthington City,Elementary,Regular School,43235
1.0,Group 1 - Columbus Core,Franklin,Franklin,Grandview Heights High School,Grandview Heights Schools,High,Regular School,43212
1.0,Group 1 - Columbus Core,Franklin,Franklin,Great River Connections Academy,Great River Connections Academy,Other,Regular School,43214
1.0,Group 1 - Columbus Core,Franklin,Franklin,Great Western Academy,Great Western Academy,Elementary,Regular School,43204
1.0,Group 1 - Columbus Core,Franklin,Franklin,Greensview Elementary School,Upper Arlington City,Elementary,Regular School,43220
1.0,Group 1 - Columbus Core,Franklin,Franklin,Griffith Thomas Elementary School,Dublin City,Elementary,Regular School,43017
1.0,Group 1 - Columbus Core,Franklin,Franklin,Grove City High School,South-Western City,High,Regular School,43123
1.0,Group 1 - Columbus Core,Franklin,Franklin,Groveport Community School,Groveport Community School,Elementary,Regular School,43125
1.0,Group 1 - Columbus Core,Franklin,Franklin,Groveport Elementary School,Groveport Madison Local,Elementary,Regular School,43125
1.0,Group 1 - Columbus Core,Franklin,Franklin,Groveport Madison High School,Groveport Madison Local,High,Regular School,43125
1.0,Group 1 - Columbus Core,Franklin,Franklin,Groveport Madison Middle School Central,Groveport Madison Local,Middle,Regular School,43125
1.0,Group 1 - Columbus Core,Franklin,Franklin,Groveport Madison Middle School North,Groveport Madison Local,Middle,Regular School,43232
1.0,Group 1 - Columbus Core,Franklin,Franklin,Groveport Madison Middle School South,Groveport Madison Local,Middle,Regular School,43125
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hamilton Elementary School,Hamilton Local,Elementary,Regular School,43207
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hamilton Intermediate School,Hamilton Local,Middle,Regular School,43207
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hamilton Local Preschool,Hamilton Local,Prekindergarten,Regular School,43207
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hamilton Middle School,Hamilton Local,Middle,Regular School,43207
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hamilton STEM Academy (K-6),Columbus City Schools District,Elementary,Regular School,43211
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hamilton Township High School,Hamilton Local,High,Regular School,43207
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hanby Building Elementary School,Westerville City,Elementary,Regular School,43081
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hastings Middle School,Upper Arlington City,Middle,Regular School,43220
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hawthorne Elementary School,Westerville City,Elementary,Regular School,43231
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hayes Intermediate School,South-Western City,Middle,Regular School,43123
1.0,Group 1 - Columbus Core,Franklin,Franklin,Henry Karrer Middle School,Dublin City,Middle,Regular School,43016
1.0,Group 1 - Columbus Core,Franklin,Franklin,Herbert Mills Elementary School,Reynoldsburg City,Elementary,Regular School,43068
1.0,Group 1 - Columbus Core,Franklin,Franklin,High Point Elementary School,Gahanna-Jefferson City,Elementary,Regular School,43230
1.0,Group 1 - Columbus Core,Franklin,Franklin,Highland Elementary School,Columbus City Schools District,Elementary,Regular School,43223
1.0,Group 1 - Columbus Core,Franklin,Franklin,Highland Park Elementary School,South-Western City,Elementary,Regular School,43123
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hilliard Bradley High School,Hilliard City,High,Regular School,43026
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hilliard City School District Preschool,Hilliard City,Prekindergarten,Regular School,43026
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hilliard Crossing Elementary School,Hilliard City,Elementary,Regular School,43026
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hilliard Darby High School,Hilliard City,High,Regular School,43026
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hilliard Davidson High School,Hilliard City,High,Regular School,43026
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hilliard Heritage Middle School,Hilliard City,Middle,Regular School,43026
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hilliard Horizon Elementary School,Hilliard City,Elementary,Regular School,43228
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hilliard Memorial Middle School,Hilliard City,Middle,Regular School,43026
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hilliard Online Academy,Hilliard City,High,Regular School,43026
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hilliard Station Sixth Grade Elementary School,Hilliard City,Middle,Regular School,43026
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hilliard Tharp Sixth Grade Elementary School,Hilliard City,Middle,Regular School,43026
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hilliard Weaver Middle School,Hilliard City,Middle,Regular School,43026
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hilltonia Middle School,Columbus City Schools District,Middle,Regular School,43204
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hoffman Trails Elementary School,Hilliard City,Elementary,Regular School,43026
1.0,Group 1 - Columbus Core,Franklin,Franklin,Holt Crossing Intermediate School,South-Western City,Middle,Regular School,43123
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hopewell Elementary,Dublin City,Elementary,Regular School,43016
1.0,Group 1 - Columbus Core,Franklin,Franklin,Horizon Science Academy Columbus,Horizon Science Academy Columbus,High,Regular School,43229
1.0,Group 1 - Columbus Core,Franklin,Franklin,Horizon Science Academy Columbus Middle School,Horizon Science Academy Columbus Middle School,Middle,Regular School,43229
1.0,Group 1 - Columbus Core,Franklin,Franklin,Horizon Science Academy Elementary School,Horizon Science Academy Elementary School,Elementary,Regular School,43231
1.0,Group 1 - Columbus Core,Franklin,Franklin,Hubbard Elementary School,Columbus City Schools District,Elementary,Regular School,43215
1.0,Group 1 - Columbus Core,Franklin,Franklin,Huber Ridge Elementary School,Westerville City,Elementary,Regular School,43081
1.0,Group 1 - Columbus Core,Franklin,Franklin,Huy/A.G. Bell Elementary School,Columbus City Schools District,Elementary,Regular School,43224
1.0,Group 1 - Columbus Core,Franklin,Franklin,Imagine Columbus Primary Academy,Imagine Columbus Primary Academy,Elementary,Regular School,43229
1.0,Group 1 - Columbus Core,Franklin,Franklin,Independence High School,Columbus City Schools District,High,Regular School,43232
1.0,Group 1 - Columbus Core,Franklin,Franklin,Indian Run Elementary School,Dublin City,Elementary,Regular School,43017
1.0,Group 1 - Columbus Core,Franklin,Franklin,Indian Springs Elementary School,Columbus City Schools District,Elementary,Regular School,43214
1.0,Group 1 - Columbus Core,Franklin,Franklin,Indian Trail Elementary School,Canal Winchester Local,Elementary,Regular School,43110
1.0,Group 1 - Columbus Core,Franklin,Franklin,Indianola Informal K-8 School,Columbus City Schools District,Elementary,Regular School,43202
1.0,Group 1 - Columbus Core,Franklin,Franklin,Innis Elementary School,Columbus City Schools District,Elementary,Regular School,43224
1.0,Group 1 - Columbus Core,Franklin,Franklin,International Acad Of Columbus,International Acad Of Columbus,Elementary,Regular School,43229
1.0,Group 1 - Columbus Core,Franklin,Franklin,J W Reason Elementary School,Hilliard City,Elementary,Regular School,43026
1.0,Group 1 - Columbus Core,Franklin,Franklin,JC Sommer Elementary School,South-Western City,Elementary,Regular School,43123
1.0,Group 1 - Columbus Core,Franklin,Franklin,Jackson Middle School,South-Western City,Middle,Regular School,43123
1.0,Group 1 - Columbus Core,Franklin,Franklin,James A Harmon Elementary School,South-Western City,Elementary,Regular School,43123
1.0,Group 1 - Columbus Core,Franklin,Franklin,Jefferson Elementary School,Gahanna-Jefferson City,Elementary,Regular School,43230
1.0,Group 1 - Columbus Core,Franklin,Franklin,John Sells Middle School,Dublin City,Middle,Regular School,43017
1.0,Group 1 - Columbus Core,Franklin,Franklin,Johnson Park Middle School,Columbus City Schools District,Middle,Regular School,43227
1.0,Group 1 - Columbus Core,Franklin,Franklin,Jones Middle School,Upper Arlington City,Middle,Regular School,43221
1.0,Group 1 - Columbus Core,Franklin,Franklin,KIPP Columbus,KIPP Columbus,Other,Regular School,43224
1.0,Group 1 - Columbus Core,Franklin,Franklin,Kae Avenue Elementary School,Whitehall City,Elementary,Regular School,43213
1.0,Group 1 - Columbus Core,Franklin,Franklin,Kids Care Elementary,Kids Care Elementary,Elementary,Regular School,43224
1.0,Group 1 - Columbus Core,Franklin,Franklin,Kilbourne Middle School,Worthington City,Middle,Regular School,43085
1.0,Group 1 - Columbus Core,Franklin,Franklin,Larson Middle School,Grandview Heights Schools,Middle,Regular School,43212
1.0,Group 1 - Columbus Core,Franklin,Franklin,Leawood Elementary School,Columbus City Schools District,Elementary,Regular School,43227
1.0,Group 1 - Columbus Core,Franklin,Franklin,Legacy Academy of Excellence,Legacy Academy of Excellence,Elementary,Regular School,43219
1.0,Group 1 - Columbus Core,Franklin,Franklin,Liberty Elementary School,Columbus City Schools District,Elementary,Regular School,43232
1.0,Group 1 - Columbus Core,Franklin,Franklin,Lil Cruiser Campus,Groveport Madison Local,Prekindergarten,Regular School,43125
1.0,Group 1 - Columbus Core,Franklin,Franklin,Lincoln Elementary School,Gahanna-Jefferson City,Elementary,Regular School,43230
1.0,Group 1 - Columbus Core,Franklin,Franklin,Lincoln High School,Gahanna-Jefferson City,High,Regular School,43230
1.0,Group 1 - Columbus Core,Franklin,Franklin,Lincoln Park Elementary School,Columbus City Schools District,Elementary,Regular School,43207
1.0,Group 1 - Columbus Core,Franklin,Franklin,Lindbergh Elementary School,Columbus City Schools District,Elementary,Regular School,43223
1.0,Group 1 - Columbus Core,Franklin,Franklin,Linden Park Neighborhood Early Childhood Education Center,Columbus City Schools District,Prekindergarten,Regular School,43211
1.0,Group 1 - Columbus Core,Franklin,Franklin,Linden STEM Academy (K-6),Columbus City Schools District,Elementary,Regular School,43211
1.0,Group 1 - Columbus Core,Franklin,Franklin,Linden-McKinley STEM Academy,Columbus City Schools District,High,Regular School,43211
1.0,Group 1 - Columbus Core,Franklin,Franklin,Livingston Elementary School,Columbus City Schools District,Elementary,Regular School,43205
1.0,Group 1 - Columbus Core,Franklin,Franklin,Madison Elementary School,Groveport Madison Local,Elementary,Regular School,43232
1.0,Group 1 - Columbus Core,Franklin,Franklin,Maize Road Elementary School,Columbus City Schools District,Elementary,Regular School,43224
1.0,Group 1 - Columbus Core,Franklin,Franklin,Marion-Franklin High School,Columbus City Schools District,High,Regular School,43207
1.0,Group 1 - Columbus Core,Franklin,Franklin,Mark Twain Elementary School,Westerville City,Elementary,Regular School,43081
1.0,Group 1 - Columbus Core,Franklin,Franklin,Mary Emma Bailey Elementary School,Dublin City,Elementary,Regular School,43017
1.0,Group 1 - Columbus Core,Franklin,Franklin,Maryland Elementary School,Bexley City,Elementary,Regular School,43209
1.0,Group 1 - Columbus Core,Franklin,Franklin,Mason Run High School,Mason Run High School,High,Regular School,43227
1.0,Group 1 - Columbus Core,Franklin,Franklin,McVay Elementary School,Westerville City,Elementary,Regular School,43081
1.0,Group 1 - Columbus Core,Franklin,Franklin,Mccord Middle School,Worthington City,Middle,Regular School,43235
1.0,Group 1 - Columbus Core,Franklin,Franklin,Medina Middle School,Columbus City Schools District,Middle,Regular School,43224
1.0,Group 1 - Columbus Core,Franklin,Franklin,Metro Early College High School,Metro Early College High School,High,Regular School,43210
1.0,Group 1 - Columbus Core,Franklin,Franklin,Midnimo Cross Cultural Middle School,Midnimo Cross Cultural Middle School,Middle,Regular School,43211
1.0,Group 1 - Columbus Core,Franklin,Franklin,Mifflin Alternative Middle School,Columbus City Schools District,Middle,Regular School,43219
1.0,Group 1 - Columbus Core,Franklin,Franklin,Mifflin High School,Columbus City Schools District,High,Regular School,43219
1.0,Group 1 - Columbus Core,Franklin,Franklin,Minerva France Elementary School,Westerville City,Elementary,Regular School,43231
1.0,Group 1 - Columbus Core,Franklin,Franklin,Minerva Park Middle School,Westerville City,Middle,Regular School,43231
1.0,Group 1 - Columbus Core,Franklin,Franklin,Moler Elementary School,Columbus City Schools District,Elementary,Regular School,43207
1.0,Group 1 - Columbus Core,Franklin,Franklin,Monterey Elementary School,South-Western City,Elementary,Regular School,43123
1.0,Group 1 - Columbus Core,Franklin,Franklin,Montrose Elementary School,Bexley City,Elementary,Regular School,43209
1.0,Group 1 - Columbus Core,Franklin,Franklin,New Albany Early Learning Center,New Albany-Plain Local,Elementary,Regular School,43054
1.0,Group 1 - Columbus Core,Franklin,Franklin,New Albany High School,New Albany-Plain Local,High,Regular School,43054
1.0,Group 1 - Columbus Core,Franklin,Franklin,New Albany Intermediate School,New Albany-Plain Local,Middle,Regular School,43054
1.0,Group 1 - Columbus Core,Franklin,Franklin,New Albany Middle School,New Albany-Plain Local,Middle,Regular School,43054
1.0,Group 1 - Columbus Core,Franklin,Franklin,New Albany Primary School,New Albany-Plain Local,Elementary,Regular School,43054
1.0,Group 1 - Columbus Core,Franklin,Franklin,Noble Academy-Columbus,Noble Academy-Columbus,Elementary,Regular School,43220
1.0,Group 1 - Columbus Core,Franklin,Franklin,North Columbus Preparatory Academy,North Columbus Preparatory Academy,Elementary,Regular School,43211
1.0,Group 1 - Columbus Core,Franklin,Franklin,North Linden Elementary School,Columbus City Schools District,Elementary,Regular School,43224
1.0,Group 1 - Columbus Core,Franklin,Franklin,North Woods Career Prep High School,North Woods Career Prep High School,High,Regular School,43229
1.0,Group 1 - Columbus Core,Franklin,Franklin,Northgate Intermediate,Columbus City Schools District,Elementary,Regular School,43229
1.0,Group 1 - Columbus Core,Franklin,Franklin,Northland High School,Columbus City Schools District,High,Regular School,43229
1.0,Group 1 - Columbus Core,Franklin,Franklin,Northland Preparatory and Fitness Academy,Northland Preparatory and Fitness Academy,Elementary,Regular School,43229
1.0,Group 1 - Columbus Core,Franklin,Franklin,Northtowne Elementary School,Columbus City Schools District,Elementary,Regular School,43229
1.0,Group 1 - Columbus Core,Franklin,Franklin,Norton Middle School,South-Western City,Middle,Regular School,43228
1.0,Group 1 - Columbus Core,Franklin,Franklin,Norwich Elementary School,Hilliard City,Elementary,Regular School,43026
1.0,Group 1 - Columbus Core,Franklin,Franklin,Oakland Park Alternative Elementary,Columbus City Schools District,Elementary,Regular School,43224
1.0,Group 1 - Columbus Core,Franklin,Franklin,Oakmont  Elementary School,Columbus City Schools District,Elementary,Regular School,43232
1.0,Group 1 - Columbus Core,Franklin,Franklin,Ohio Achievement Charter Schools Inc. dba Millennium Commun,Ohio Achievement Charter Schools Inc. dba Millennium Commun,Elementary,Regular School,43232
1.0,Group 1 - Columbus Core,Franklin,Franklin,Ohio Avenue Elementary School,Columbus City Schools District,Elementary,Regular School,43205
1.0,Group 1 - Columbus Core,Franklin,Franklin,Ohio Connections Academy Inc,Ohio Connections Academy Inc,Other,Regular School,43085
1.0,Group 1 - Columbus Core,Franklin,Franklin,Ohio Construction Academy,Ohio Construction Academy,High,Regular School,43219
1.0,Group 1 - Columbus Core,Franklin,Franklin,Olde Orchard Alt Elementary School,Columbus City Schools District,Elementary,Regular School,43213
1.0,Group 1 - Columbus Core,Franklin,Franklin,Olde Sawmill Elementary School,Dublin City,Elementary,Regular School,43016
1.0,Group 1 - Columbus Core,Franklin,Franklin,Park Street Intermediate School,South-Western City,Middle,Regular School,43123
1.0,Group 1 - Columbus Core,Franklin,Franklin,Parkmoor Elementary School,Columbus City Schools District,Elementary,Regular School,43229
1.0,Group 1 - Columbus Core,Franklin,Franklin,Parsons Elementary School,Columbus City Schools District,Elementary,Regular School,43207
1.0,Group 1 - Columbus Core,Franklin,Franklin,Patriot Preparatory Academy,Patriot Preparatory Academy,Other,Regular School,43227
1.0,Group 1 - Columbus Core,Franklin,Franklin,Performance Academy Eastland,Performance Academy Eastland,Elementary,Regular School,43232
1.0,Group 1 - Columbus Core,Franklin,Franklin,Perry Middle School,Worthington City,Middle,Regular School,43085
1.0,Group 1 - Columbus Core,Franklin,Franklin,Phoenix Middle School,Worthington City,Middle,Regular School,43085
1.0,Group 1 - Columbus Core,Franklin,Franklin,Pleasant View Middle School,South-Western City,Middle,Regular School,43123
1.0,Group 1 - Columbus Core,Franklin,Franklin,Pointview Elementary School,Westerville City,Elementary,Regular School,43081
1.0,Group 1 - Columbus Core,Franklin,Franklin,Prairie Lincoln Elementary School,South-Western City,Elementary,Regular School,43228
1.0,Group 1 - Columbus Core,Franklin,Franklin,Prairie Norton Elementary School,South-Western City,Elementary,Regular School,43228
1.0,Group 1 - Columbus Core,Franklin,Franklin,Renaissance Academy dba Bessie Sherrod Price Preparatory Aca,Renaissance Academy dba Bessie Sherrod Price Preparatory Aca,Elementary,Regular School,43227
1.0,Group 1 - Columbus Core,Franklin,Franklin,Reynoldsburg High School,Reynoldsburg City,High,Regular School,43068
1.0,Group 1 - Columbus Core,Franklin,Franklin,Richard Avenue Elementary School,South-Western City,Elementary,Regular School,43123
1.0,Group 1 - Columbus Core,Franklin,Franklin,Ridgeview Middle School,Columbus City Schools District,Middle,Regular School,43214
1.0,Group 1 - Columbus Core,Franklin,Franklin,Ridgewood Elementary School,Hilliard City,Elementary,Regular School,43026
1.0,Group 1 - Columbus Core,Franklin,Franklin,Riverside Elementary School,Dublin City,Elementary,Regular School,43017
1.0,Group 1 - Columbus Core,Franklin,Franklin,Road to Success Academy,Road to Success Academy,Secondary,Regular School,43211
1.0,Group 1 - Columbus Core,Franklin,Franklin,Robert Frost Elementary School,Westerville City,Elementary,Regular School,43081
1.0,Group 1 - Columbus Core,Franklin,Franklin,Rose Hill Elementary School,Reynoldsburg City,Elementary,Regular School,43068
1.0,Group 1 - Columbus Core,Franklin,Franklin,Rosemore Middle School,Whitehall City,Middle,Regular School,43213
1.0,Group 1 - Columbus Core,Franklin,Franklin,Royal Manor Elementary School,Gahanna-Jefferson City,Elementary,Regular School,43230
1.0,Group 1 - Columbus Core,Franklin,Franklin,Salem Elementary School,Columbus City Schools District,Elementary,Regular School,43229
1.0,Group 1 - Columbus Core,Franklin,Franklin,Scioto Darby Elementary School,Hilliard City,Elementary,Regular School,43026
1.0,Group 1 - Columbus Core,Franklin,Franklin,Scottish Corners Elementary School,Dublin City,Elementary,Regular School,43017
1.0,Group 1 - Columbus Core,Franklin,Franklin,Scottwood Elementary School,Columbus City Schools District,Elementary,Regular School,43227
1.0,Group 1 - Columbus Core,Franklin,Franklin,Sedalia Elementary,Groveport Madison Local,Elementary,Regular School,43232
1.0,Group 1 - Columbus Core,Franklin,Franklin,Shady Lane Elementary School,Columbus City Schools District,Elementary,Regular School,43227
1.0,Group 1 - Columbus Core,Franklin,Franklin,Sherwood Middle School,Columbus City Schools District,Middle,Regular School,43227
1.0,Group 1 - Columbus Core,Franklin,Franklin,Siebert Elementary School,Columbus City Schools District,Elementary,Regular School,43206
1.0,Group 1 - Columbus Core,Franklin,Franklin,Slate Hill Elementary School,Worthington City,Elementary,Regular School,43085
1.0,Group 1 - Columbus Core,Franklin,Franklin,Slate Ridge Elementary School,Reynoldsburg City,Elementary,Regular School,43068
1.0,Group 1 - Columbus Core,Franklin,Franklin,South Columbus Preparatory Academy at German Village,South Columbus Preparatory Academy at German Village,Elementary,Regular School,43206
1.0,Group 1 - Columbus Core,Franklin,Franklin,South Columbus Preparatory Academy at Southfield,South Columbus Preparatory Academy at Southfield,Elementary,Regular School,43207
1.0,Group 1 - Columbus Core,Franklin,Franklin,South High School,Columbus City Schools District,High,Regular School,43206
1.0,Group 1 - Columbus Core,Franklin,Franklin,South Mifflin STEM Academy (K-6),Columbus City Schools District,Elementary,Regular School,43219
1.0,Group 1 - Columbus Core,Franklin,Franklin,South Scioto Academy,South Scioto Academy,Elementary,Regular School,43207
1.0,Group 1 - Columbus Core,Franklin,Franklin,South-Western Career Academy,South-Western City,High,Career and Technical School,43123
1.0,Group 1 - Columbus Core,Franklin,Franklin,South-Western Preschool Center,South-Western City,Prekindergarten,Regular School,43123
1.0,Group 1 - Columbus Core,Franklin,Franklin,Southwood Elementary School,Columbus City Schools District,Elementary,Regular School,43207
1.0,Group 1 - Columbus Core,Franklin,Franklin,Special Education Center,Columbus City Schools District,Other,Regular School,43205
1.0,Group 1 - Columbus Core,Franklin,Franklin,Starling PK-8,Columbus City Schools District,Elementary,Regular School,43222
1.0,Group 1 - Columbus Core,Franklin,Franklin,Stevenson Elementary,Grandview Heights Schools,Elementary,Regular School,43212
1.0,Group 1 - Columbus Core,Franklin,Franklin,Stewart Alternative Elementary School,Columbus City Schools District,Elementary,Regular School,43206
1.0,Group 1 - Columbus Core,Franklin,Franklin,Stiles Elementary School,South-Western City,Elementary,Regular School,43228
1.0,Group 1 - Columbus Core,Franklin,Franklin,Stiles Family Center,South-Western City,Prekindergarten,Regular School,43228
1.0,Group 1 - Columbus Core,Franklin,Franklin,Sullivant Avenue Community School,Sullivant Avenue Community School,Elementary,Regular School,43204
1.0,Group 1 - Columbus Core,Franklin,Franklin,Sullivant Elementary School,Columbus City Schools District,Elementary,Regular School,43223
1.0,Group 1 - Columbus Core,Franklin,Franklin,Summit Academy Community School-Columbus,Summit Academy Community School-Columbus,Elementary,Regular School,43207
1.0,Group 1 - Columbus Core,Franklin,Franklin,Summit Academy Transition High School-Columbus,Summit Academy Transition High School-Columbus,High,Regular School,43207
1.0,Group 1 - Columbus Core,Franklin,Franklin,Summit Road Elementary,Reynoldsburg City,Elementary,Regular School,43068
1.0,Group 1 - Columbus Core,Franklin,Franklin,Taylor Road Elementary School,Reynoldsburg City,Elementary,Regular School,43068
1.0,Group 1 - Columbus Core,Franklin,Franklin,The Academy for Urban Scholars,The Academy for Urban Scholars,High,Regular School,43203
1.0,Group 1 - Columbus Core,Franklin,Franklin,The Bostic Head Start Center,South-Western City,Prekindergarten,Regular School,43123
1.0,Group 1 - Columbus Core,Franklin,Franklin,Thomas Worthington High School,Worthington City,High,Regular School,43085
1.0,Group 1 - Columbus Core,Franklin,Franklin,Tremont Elementary School,Upper Arlington City,Elementary,Regular School,43221
1.0,Group 1 - Columbus Core,Franklin,Franklin,Trevitt Elementary School,Columbus City Schools District,Elementary,Regular School,43203
1.0,Group 1 - Columbus Core,Franklin,Franklin,Tussing Elementary School,Pickerington Local,Elementary,Regular School,43068
1.0,Group 1 - Columbus Core,Franklin,Franklin,United Schools Columbus,United Schools Columbus,Elementary,Regular School,43215
1.0,Group 1 - Columbus Core,Franklin,Franklin,Unity Academy,Unity Academy,Secondary,Regular School,43229
1.0,Group 1 - Columbus Core,Franklin,Franklin,Upper Arlington High School,Upper Arlington City,High,Regular School,43221
1.0,Group 1 - Columbus Core,Franklin,Franklin,Upper Arlington Online Academy,Upper Arlington City,High,Regular School,43221
1.0,Group 1 - Columbus Core,Franklin,Franklin,Valley Forge Elementary School,Columbus City Schools District,Elementary,Regular School,43229
1.0,Group 1 - Columbus Core,Franklin,Franklin,Valleyview Elementary School,Columbus City Schools District,Elementary,Regular School,43204
1.0,Group 1 - Columbus Core,Franklin,Franklin,Waggoner Road Elementary,Reynoldsburg City,Elementary,Regular School,43068
1.0,Group 1 - Columbus Core,Franklin,Franklin,Waggoner Road Junior High,Reynoldsburg City,Middle,Regular School,43068
1.0,Group 1 - Columbus Core,Franklin,Franklin,Walnut Ridge High School,Columbus City Schools District,High,Regular School,43227
1.0,Group 1 - Columbus Core,Franklin,Franklin,Walnut Springs Middle School,Westerville City,Middle,Regular School,43081
1.0,Group 1 - Columbus Core,Franklin,Franklin,Washington Elementary School,Hilliard City,Elementary,Regular School,43016
1.0,Group 1 - Columbus Core,Franklin,Franklin,Watkins Elementary School,Columbus City Schools District,Elementary,Regular School,43207
1.0,Group 1 - Columbus Core,Franklin,Franklin,Wedgewood Middle School,Columbus City Schools District,Middle,Regular School,43228
1.0,Group 1 - Columbus Core,Franklin,Franklin,Weinland Park Elementary School,Columbus City Schools District,Elementary,Regular School,43201
1.0,Group 1 - Columbus Core,Franklin,Franklin,West Broad Elementary School,Columbus City Schools District,Elementary,Regular School,43204
1.0,Group 1 - Columbus Core,Franklin,Franklin,West Franklin Elementary School,South-Western City,Elementary,Regular School,43204
1.0,Group 1 - Columbus Core,Franklin,Franklin,West High School,Columbus City Schools District,High,Regular School,43204
1.0,Group 1 - Columbus Core,Franklin,Franklin,West Mound Elementary School,Columbus City Schools District,Elementary,Regular School,43223
1.0,Group 1 - Columbus Core,Franklin,Franklin,Westerville-North High School,Westerville City,High,Regular School,43081
1.0,Group 1 - Columbus Core,Franklin,Franklin,Westerville-South High School,Westerville City,High,Regular School,43081
1.0,Group 1 - Columbus Core,Franklin,Franklin,Westgate Alternative Elementary School,Columbus City Schools District,Elementary,Regular School,43204
1.0,Group 1 - Columbus Core,Franklin,Franklin,Westland High School,South-Western City,High,Regular School,43119
1.0,Group 1 - Columbus Core,Franklin,Franklin,Westmoor Middle School,Columbus City Schools District,Middle,Regular School,43204
1.0,Group 1 - Columbus Core,Franklin,Franklin,Westside Academy,Westside Academy,Elementary,Regular School,43228
