region_id,region,anchor_county,county_name,SCH_NAME,LEA_NAME,school_level,school_type,zip5
1.0,Group 1 - Columbus Core,Franklin,Franklin,Westwood Preparatory Academy,Westwood Preparatory Academy,Other,Regular School,43201
1.0,Group 1 - Columbus Core,Franklin,Franklin,Whetstone High School,Columbus City Schools District,High,Regular School,43214
1.0,Group 1 - Columbus Core,Franklin,Franklin,Whitehall Preparatory and Fitness Academy,Whitehall Preparatory and Fitness Academy,Elementary,Regular School,43227
1.0,Group 1 - Columbus Core,Franklin,Franklin,Whitehall Yearling High School,Whitehall City,High,Regular School,43213
1.0,Group 1 - Columbus Core,Franklin,Franklin,Whittier Elementary School,Westerville City,Elementary,Regular School,43081
1.0,Group 1 - Columbus Core,Franklin,Franklin,Wickliffe Elementary School,Upper Arlington City,Elementary,Regular School,43221
1.0,Group 1 - Columbus Core,Franklin,Franklin,Wilder Elementary School,Westerville City,Elementary,Regular School,43081
1.0,Group 1 - Columbus Core,Franklin,Franklin,Willard Grizzell Middle School,Dublin City,Middle,Regular School,43017
1.0,Group 1 - Columbus Core,Franklin,Franklin,Wilson Hill Elementary School,Worthington City,Elementary,Regular School,43085
1.0,Group 1 - Columbus Core,Franklin,Franklin,Winchester Trail Elementary,Canal Winchester Local,Elementary,Regular School,43110
1.0,Group 1 - Columbus Core,Franklin,Franklin,Windermere Elementary School,Upper Arlington City,Elementary,Regular School,43220
1.0,Group 1 - Columbus Core,Franklin,Franklin,Windsor STEM Academy (K-6),Columbus City Schools District,Elementary,Regular School,43211
1.0,Group 1 - Columbus Core,Franklin,Franklin,Winterset Elementary School,Columbus City Schools District,Elementary,Regular School,43220
1.0,Group 1 - Columbus Core,Franklin,Franklin,Woodcrest Elementary School,Columbus City Schools District,Elementary,Regular School,43232
1.0,Group 1 - Columbus Core,Franklin,Franklin,Woodward Park Middle School,Columbus City Schools District,Middle,Regular School,43229
1.0,Group 1 - Columbus Core,Franklin,Franklin,World Language Middle School,Columbus City Schools District,Middle,Regular School,43214
1.0,Group 1 - Columbus Core,Franklin,Franklin,Worthington Estates Elementary School,Worthington City,Elementary,Regular School,43085
1.0,Group 1 - Columbus Core,Franklin,Franklin,Worthington Hills Elementary School,Worthington City,Elementary,Regular School,43235
1.0,Group 1 - Columbus Core,Franklin,Franklin,Worthington Kilbourne High School,Worthington City,High,Regular School,43235
1.0,Group 1 - Columbus Core,Franklin,Franklin,Worthington Park Elementary School,Worthington City,Elementary,Regular School,43081
1.0,Group 1 - Columbus Core,Franklin,Franklin,Worthingway Middle School,Worthington City,Middle,Regular School,43085
1.0,Group 1 - Columbus Core,Franklin,Franklin,Wyandot Elementary School,Dublin City,Elementary,Regular School,43017
1.0,Group 1 - Columbus Core,Franklin,Franklin,YB Columbus Community School,YB Columbus Community School,High,Regular School,43201
1.0,Group 1 - Columbus Core,Franklin,Franklin,Yorktown Middle School,Columbus City Schools District,Middle,Regular School,43232
1.0,Group 1 - Columbus Core,Franklin,Franklin,Zenith Academy,Zenith Academy,Other,Regular School,43229
1.0,Group 1 - Columbus Core,Franklin,Franklin,Zenith Academy East,Zenith Academy East,Elementary,Regular School,43232
1.0,Group 1 - Columbus Core,Franklin,Franklin,Zenith Academy West,Zenith Academy West,Elementary,Regular School,43204
1.0,Group 1 - Columbus Core,Franklin,Pickaway,Ashville Elementary School,Teays Valley Local,Elementary,Regular School,43103
1.0,Group 1 - Columbus Core,Franklin,Pickaway,Circleville Elementary School,Circleville City,Elementary,Regular School,43113
1.0,Group 1 - Columbus Core,Franklin,Pickaway,Circleville High School,Circleville City,High,Regular School,43113
1.0,Group 1 - Columbus Core,Franklin,Pickaway,Circleville Middle School,Circleville City,Middle,Regular School,43113
1.0,Group 1 - Columbus Core,Franklin,Pickaway,Logan Elm Elementary School,Logan Elm Local,Elementary,Regular School,43113
1.0,Group 1 - Columbus Core,Franklin,Pickaway,Logan Elm Middle/High School,Logan Elm Local,High,Regular School,43113
1.0,Group 1 - Columbus Core,Franklin,Pickaway,Ralph C Starkey (Cjcf),Buckeye United School District,High,Regular School,43113
1.0,Group 1 - Columbus Core,Franklin,Pickaway,Scioto Elementary School,Teays Valley Local,Elementary,Regular School,43116
1.0,Group 1 - Columbus Core,Franklin,Pickaway,South Bloomfield Elementary,Teays Valley Local,Elementary,Regular School,43103
1.0,Group 1 - Columbus Core,Franklin,Pickaway,Teays Valley Digital Academy,Teays Valley Local,High,Regular School,43103
1.0,Group 1 - Columbus Core,Franklin,Pickaway,Teays Valley East Middle School,Teays Valley Local,Middle,Regular School,43103
1.0,Group 1 - Columbus Core,Franklin,Pickaway,Teays Valley High School,Teays Valley Local,High,Regular School,43103
1.0,Group 1 - Columbus Core,Franklin,Pickaway,Teays Valley West Middle School,Teays Valley Local,Middle,Regular School,43116
1.0,Group 1 - Columbus Core,Franklin,Pickaway,Walnut Elementary School,Teays Valley Local,Elementary,Regular School,43103
1.0,Group 1 - Columbus Core,Franklin,Pickaway,Westfall Elementary School,Westfall Local,Elementary,Regular School,43164
1.0,Group 1 - Columbus Core,Franklin,Pickaway,Westfall High School,Westfall Local,High,Regular School,43164
1.0,Group 1 - Columbus Core,Franklin,Pickaway,Westfall Middle School,Westfall Local,Middle,Regular School,43164
1.0,Group 1 - Columbus Core,Franklin,Union,Abraham Depp Elementary,Dublin City,Elementary,Regular School,43064
1.0,Group 1 - Columbus Core,Franklin,Union,Bunsold Middle School,Marysville Exempted Village,Middle,Regular School,43040
1.0,Group 1 - Columbus Core,Franklin,Union,Canaan Middle School,Jonathan Alder Local,Middle,Regular School,43064
1.0,Group 1 - Columbus Core,Franklin,Union,Creekview Intermediate Elementary School,Marysville Exempted Village,Middle,Regular School,43040
1.0,Group 1 - Columbus Core,Franklin,Union,Edgewood Elementary School,Marysville Exempted Village,Elementary,Regular School,43040
1.0,Group 1 - Columbus Core,Franklin,Union,Eversole Run Middle School,Dublin City,Middle,Regular School,43064
1.0,Group 1 - Columbus Core,Franklin,Union,Fairbanks Elementary School,Fairbanks Local,Elementary,Regular School,43045
1.0,Group 1 - Columbus Core,Franklin,Union,Fairbanks High School,Fairbanks Local,High,Regular School,43045
1.0,Group 1 - Columbus Core,Franklin,Union,Fairbanks Middle School,Fairbanks Local,Middle,Regular School,43045
1.0,Group 1 - Columbus Core,Franklin,Union,Jonathan Alder High School,Jonathan Alder Local,High,Regular School,43064
1.0,Group 1 - Columbus Core,Franklin,Union,Jonathan Alder Junior High,Jonathan Alder Local,Middle,Regular School,43064
1.0,Group 1 - Columbus Core,Franklin,Union,Marysville High School,Marysville Exempted Village,High,Regular School,43040
1.0,Group 1 - Columbus Core,Franklin,Union,Marysville STEM Early College High School,Marysville Exempted Village,High,Regular School,43040
1.0,Group 1 - Columbus Core,Franklin,Union,Mill Valley Elementary School,Marysville Exempted Village,Elementary,Regular School,43040
1.0,Group 1 - Columbus Core,Franklin,Union,Navin Elementary School,Marysville Exempted Village,Elementary,Regular School,43040
1.0,Group 1 - Columbus Core,Franklin,Union,North Union Elementary School,North Union Local School District,Elementary,Regular School,43344
1.0,Group 1 - Columbus Core,Franklin,Union,North Union High School,North Union Local School District,High,Regular School,43344
1.0,Group 1 - Columbus Core,Franklin,Union,North Union Middle School,North Union Local School District,Middle,Regular School,43344
1.0,Group 1 - Columbus Core,Franklin,Union,Northwood Elementary,Marysville Exempted Village,Elementary,Regular School,43040
1.0,Group 1 - Columbus Core,Franklin,Union,Plain City Elementary School,Jonathan Alder Local,Elementary,Regular School,43064
1.0,Group 1 - Columbus Core,Franklin,Union,Raymond Elementary School,Marysville Exempted Village,Elementary,Regular School,43067
1.0,Group 1 - Columbus Core,Franklin,Union,Tolles Career & Technical Center,Tolles Career & Technical Center,High,Career and Technical School,43064
2.0,Group 2 - Newark / East-Central,Licking,Knox,Centerburg Elementary School,Centerburg Local,Elementary,Regular School,43011
2.0,Group 2 - Newark / East-Central,Licking,Knox,Centerburg High School,Centerburg Local,High,Regular School,43011
2.0,Group 2 - Newark / East-Central,Licking,Knox,Centerburg Middle School,Centerburg Local,Middle,Regular School,43011
2.0,Group 2 - Newark / East-Central,Licking,Knox,Columbia Elementary School,Mount Vernon City,Elementary,Regular School,43050
2.0,Group 2 - Newark / East-Central,Licking,Knox,Dan Emmett Elementary School,Mount Vernon City,Elementary,Regular School,43050
2.0,Group 2 - Newark / East-Central,Licking,Knox,Danville Elementary School,Danville Local,Elementary,Regular School,43014
2.0,Group 2 - Newark / East-Central,Licking,Knox,Danville High School,Danville Local,High,Regular School,43014
2.0,Group 2 - Newark / East-Central,Licking,Knox,East Elementary School,Mount Vernon City,Elementary,Regular School,43050
2.0,Group 2 - Newark / East-Central,Licking,Knox,East Knox Elementary School,East Knox Local,Elementary,Regular School,43028
2.0,Group 2 - Newark / East-Central,Licking,Knox,East Knox Junior/Senior High School,East Knox Local,High,Regular School,43028
2.0,Group 2 - Newark / East-Central,Licking,Knox,Fredericktown Elementary School,Fredericktown Local,Elementary,Regular School,43019
2.0,Group 2 - Newark / East-Central,Licking,Knox,Fredericktown High School,Fredericktown Local,High,Regular School,43019
2.0,Group 2 - Newark / East-Central,Licking,Knox,Fredericktown Middle School,Fredericktown Local,Middle,Regular School,43019
2.0,Group 2 - Newark / East-Central,Licking,Knox,Knox County Career Center,Knox County JVSD,High,Career and Technical School,43050
2.0,Group 2 - Newark / East-Central,Licking,Knox,Mount Vernon High School,Mount Vernon City,High,Regular School,43050
2.0,Group 2 - Newark / East-Central,Licking,Knox,Mount Vernon Middle School,Mount Vernon City,Middle,Regular School,43050
2.0,Group 2 - Newark / East-Central,Licking,Knox,Pleasant Street Elementary School,Mount Vernon City,Elementary,Regular School,43050
2.0,Group 2 - Newark / East-Central,Licking,Knox,Twin Oak Elementary School,Mount Vernon City,Elementary,Regular School,43050
2.0,Group 2 - Newark / East-Central,Licking,Knox,Wiggin Street Elementary School,Mount Vernon City,Elementary,Regular School,43022
2.0,Group 2 - Newark / East-Central,Licking,Licking,Ben Franklin Elementary School,Newark City,Elementary,Regular School,43055
2.0,Group 2 - Newark / East-Central,Licking,Licking,Broad Peak Elementary,Licking Heights Local,Elementary,Regular School,43062
2.0,Group 2 - Newark / East-Central,Licking,Licking,Career and Technology Educational Centers,Career and Technology Educational Centers,High,Career and Technical School,43055
2.0,Group 2 - Newark / East-Central,Licking,Licking,Carson Elementary School,Newark City,Elementary,Regular School,43055
2.0,Group 2 - Newark / East-Central,Licking,Licking,Cherry Valley Elementary School,Newark City,Elementary,Regular School,43055
2.0,Group 2 - Newark / East-Central,Licking,Licking,Etna Elementary,Southwest Licking Local,Elementary,Regular School,43062
2.0,Group 2 - Newark / East-Central,Licking,Licking,Garfield Elementary School,Heath City,Elementary,Regular School,43056
2.0,Group 2 - Newark / East-Central,Licking,Licking,Granville Elementary School,Granville Exempted Village,Elementary,Regular School,43023
2.0,Group 2 - Newark / East-Central,Licking,Licking,Granville High School,Granville Exempted Village,High,Regular School,43023
2.0,Group 2 - Newark / East-Central,Licking,Licking,Granville Intermediate School,Granville Exempted Village,Middle,Regular School,43023
2.0,Group 2 - Newark / East-Central,Licking,Licking,Granville Middle School,Granville Exempted Village,Middle,Regular School,43023
2.0,Group 2 - Newark / East-Central,Licking,Licking,Heath High School,Heath City,High,Regular School,43056
2.0,Group 2 - Newark / East-Central,Licking,Licking,Heath Middle School,Heath City,Middle,Regular School,43056
2.0,Group 2 - Newark / East-Central,Licking,Licking,Heritage Middle School,Newark City,Middle,Regular School,43055
2.0,Group 2 - Newark / East-Central,Licking,Licking,Hillview Elementary School,Newark City,Elementary,Regular School,43055
2.0,Group 2 - Newark / East-Central,Licking,Licking,JOHNSTOWN INTERMEDIATE SCHOOL,Johnstown-Monroe Local,Elementary,Regular School,43031
2.0,Group 2 - Newark / East-Central,Licking,Licking,Jackson Intermediate,Lakewood Local,Elementary,Regular School,43025
2.0,Group 2 - Newark / East-Central,Licking,Licking,John Clem Elementary School,Newark City,Elementary,Regular School,43055
2.0,Group 2 - Newark / East-Central,Licking,Licking,Johnstown Elementary School,Johnstown-Monroe Local,Elementary,Regular School,43031
2.0,Group 2 - Newark / East-Central,Licking,Licking,Johnstown High School,Johnstown-Monroe Local,High,Regular School,43031
2.0,Group 2 - Newark / East-Central,Licking,Licking,Johnstown Middle School,Johnstown-Monroe Local,Middle,Regular School,43031
2.0,Group 2 - Newark / East-Central,Licking,Licking,Kirkersville Elementary School,Southwest Licking Local,Elementary,Regular School,43033
2.0,Group 2 - Newark / East-Central,Licking,Licking,Lakewood Elementary School,Lakewood Local,Elementary,Regular School,43025
2.0,Group 2 - Newark / East-Central,Licking,Licking,Lakewood High School,Lakewood Local,High,Regular School,43025
2.0,Group 2 - Newark / East-Central,Licking,Licking,Lakewood Middle School,Lakewood Local,Middle,Regular School,43025
2.0,Group 2 - Newark / East-Central,Licking,Licking,Legend Elementary,Newark City,Elementary,Regular School,43055
2.0,Group 2 - Newark / East-Central,Licking,Licking,Liberty Middle School,Newark City,Middle,Regular School,43055
2.0,Group 2 - Newark / East-Central,Licking,Licking,Licking Heights High School,Licking Heights Local,High,Regular School,43062
2.0,Group 2 - Newark / East-Central,Licking,Licking,Licking Heights Middle School,Licking Heights Local,Middle,Regular School,43062
2.0,Group 2 - Newark / East-Central,Licking,Licking,Licking Valley Elementary School,Licking Valley Local,Elementary,Regular School,43055
2.0,Group 2 - Newark / East-Central,Licking,Licking,Licking Valley High School,Licking Valley Local,High,Regular School,43055
2.0,Group 2 - Newark / East-Central,Licking,Licking,Licking Valley Middle School,Licking Valley Local,Middle,Regular School,43055
2.0,Group 2 - Newark / East-Central,Licking,Licking,Licking Valley Online Learning School,Licking Valley Local,High,Regular School,43055
2.0,Group 2 - Newark / East-Central,Licking,Licking,Lima Ridge Elementary,Licking Heights Local,Elementary,Regular School,43062
2.0,Group 2 - Newark / East-Central,Licking,Licking,Little Learners Preschool,Newark City,Prekindergarten,Regular School,43055
2.0,Group 2 - Newark / East-Central,Licking,Licking,McGuffey Elementary School,Newark City,Elementary,Regular School,43055
2.0,Group 2 - Newark / East-Central,Licking,Licking,NCS Digital,Newark City,Other,Regular School,43055
2.0,Group 2 - Newark / East-Central,Licking,Licking,Newark High School,Newark City,High,Regular School,43055
2.0,Group 2 - Newark / East-Central,Licking,Licking,Newton Elementary School,North Fork Local,Elementary,Regular School,43055
2.0,Group 2 - Newark / East-Central,Licking,Licking,Northridge Elementary,Northridge Local,Elementary,Regular School,43031
2.0,Group 2 - Newark / East-Central,Licking,Licking,Northridge High School,Northridge Local,High,Regular School,43031
2.0,Group 2 - Newark / East-Central,Licking,Licking,Northridge Middle School,Northridge Local,Middle,Regular School,43031
2.0,Group 2 - Newark / East-Central,Licking,Licking,Par Excellence Academy dba Par Excellence STEM Academy,Par Excellence Academy dba Par Excellence STEM Academy,Elementary,Regular School,43055
2.0,Group 2 - Newark / East-Central,Licking,Licking,Pataskala Elementary School,Southwest Licking Local,Elementary,Regular School,43062
2.0,Group 2 - Newark / East-Central,Licking,Licking,Pathfinders Preschool,Licking Heights Local,Prekindergarten,Regular School,43062
2.0,Group 2 - Newark / East-Central,Licking,Licking,SWL Digital Academy,Southwest Licking Local,High,Regular School,43062
2.0,Group 2 - Newark / East-Central,Licking,Licking,Southwest Licking Early Learning Center,Southwest Licking Local,Prekindergarten,Regular School,43062
2.0,Group 2 - Newark / East-Central,Licking,Licking,Stevenson Elementary School,Heath City,Elementary,Regular School,43056
2.0,Group 2 - Newark / East-Central,Licking,Licking,Summit Station Intermediate,Licking Heights Local,Middle,Regular School,43062
2.0,Group 2 - Newark / East-Central,Licking,Licking,Utica Elementary School,North Fork Local,Elementary,Regular School,43080
2.0,Group 2 - Newark / East-Central,Licking,Licking,Utica High School,North Fork Local,High,Regular School,43080
2.0,Group 2 - Newark / East-Central,Licking,Licking,Utica Middle School,North Fork Local,Middle,Regular School,43080
2.0,Group 2 - Newark / East-Central,Licking,Licking,Watkins Intermediate School,Southwest Licking Local,Elementary,Regular School,43062
2.0,Group 2 - Newark / East-Central,Licking,Licking,Watkins Memorial High School,Southwest Licking Local,High,Regular School,43062
2.0,Group 2 - Newark / East-Central,Licking,Licking,Watkins Middle School,Southwest Licking Local,Middle,Regular School,43062
2.0,Group 2 - Newark / East-Central,Licking,Licking,Wilson Middle School,Newark City,Middle,Regular School,43055
2.0,Group 2 - Newark / East-Central,Licking,Perry,Crooksville Elementary School,Crooksville Exempted Village,Elementary,Regular School,43731
2.0,Group 2 - Newark / East-Central,Licking,Perry,Crooksville High School,Crooksville Exempted Village,High,Regular School,43731
2.0,Group 2 - Newark / East-Central,Licking,Perry,Crooksville Middle School,Crooksville Exempted Village,Middle,Regular School,43731
2.0,Group 2 - Newark / East-Central,Licking,Perry,Glenford Elementary School,Northern Local,Elementary,Regular School,43739
2.0,Group 2 - Newark / East-Central,Licking,Perry,Junction City Elementary School,New Lexington School District,Elementary,Regular School,43748
2.0,Group 2 - Newark / East-Central,Licking,Perry,Millcreek Elementary School,Southern Local,Elementary,Regular School,43730
2.0,Group 2 - Newark / East-Central,Licking,Perry,Miller High School,Southern Local,High,Regular School,43730
2.0,Group 2 - Newark / East-Central,Licking,Perry,New Lexington Elementary School,New Lexington School District,Elementary,Regular School,43764
2.0,Group 2 - Newark / East-Central,Licking,Perry,New Lexington High School,New Lexington School District,High,Regular School,43764
2.0,Group 2 - Newark / East-Central,Licking,Perry,New Lexington Middle School,New Lexington School District,Middle,Regular School,43764
2.0,Group 2 - Newark / East-Central,Licking,Perry,Sheridan High School,Northern Local,High,Regular School,43076
2.0,Group 2 - Newark / East-Central,Licking,Perry,Sheridan Middle School,Northern Local,Middle,Regular School,43076
2.0,Group 2 - Newark / East-Central,Licking,Perry,Somerset Elementary School,Northern Local,Elementary,Regular School,43783
2.0,Group 2 - Newark / East-Central,Licking,Perry,Thornville Elementary School,Northern Local,Elementary,Regular School,43076
3.0,Group 3 - Southeast Cluster,Athens,Athens,Alexander Elementary School,Alexander Local,Elementary,Regular School,45710
3.0,Group 3 - Southeast Cluster,Athens,Athens,Alexander Jr. / Sr. High School,Alexander Local,High,Regular School,45710
3.0,Group 3 - Southeast Cluster,Athens,Athens,Amesville Elementary School,Federal Hocking Local,Elementary,Regular School,45711
3.0,Group 3 - Southeast Cluster,Athens,Athens,Athens High School,Athens City School District,High,Regular School,45780
3.0,Group 3 - Southeast Cluster,Athens,Athens,Athens Middle School,Athens City School District,Middle,Regular School,45701
3.0,Group 3 - Southeast Cluster,Athens,Athens,Coolville Elementary School,Federal Hocking Local,Elementary,Regular School,45723
3.0,Group 3 - Southeast Cluster,Athens,Athens,East Elementary School,Athens City School District,Elementary,Regular School,45701
3.0,Group 3 - Southeast Cluster,Athens,Athens,Federal Hocking High School,Federal Hocking Local,High,Regular School,45778
3.0,Group 3 - Southeast Cluster,Athens,Athens,Federal Hocking Local Schools,Federal Hocking Local,Other,Regular School,45778
3.0,Group 3 - Southeast Cluster,Athens,Athens,Federal Hocking Middle School,Federal Hocking Local,Middle,Regular School,45778
3.0,Group 3 - Southeast Cluster,Athens,Athens,Morrison Gordon Elementary School,Athens City School District,Elementary,Regular School,45701
3.0,Group 3 - Southeast Cluster,Athens,Athens,Nelsonville-York Elementary School,Nelsonville-York City,Elementary,Regular School,45764
3.0,Group 3 - Southeast Cluster,Athens,Athens,Nelsonville-York High School,Nelsonville-York City,High,Regular School,45764
3.0,Group 3 - Southeast Cluster,Athens,Athens,Nelsonville-York Junior High School,Nelsonville-York City,Middle,Regular School,45764
3.0,Group 3 - Southeast Cluster,Athens,Athens,The Plains Intermediate School,Athens City School District,Middle,Regular School,45780
3.0,Group 3 - Southeast Cluster,Athens,Athens,Tri-County Career Center Building,Tri-County Career Center,High,Career and Technical School,45764
3.0,Group 3 - Southeast Cluster,Athens,Athens,Trimble Elementary School,Trimble Local,Elementary,Regular School,45732
3.0,Group 3 - Southeast Cluster,Athens,Athens,Trimble High School,Trimble Local,High,Regular School,45732
3.0,Group 3 - Southeast Cluster,Athens,Athens,Trimble Junior High,Trimble Local,Middle,Regular School,45732
3.0,Group 3 - Southeast Cluster,Athens,Athens,Trimble Learning Academy,Trimble Local,High,Regular School,45732
3.0,Group 3 - Southeast Cluster,Athens,Hocking,Central Elementary School,Logan-Hocking Local,Elementary,Regular School,43138
3.0,Group 3 - Southeast Cluster,Athens,Hocking,Chieftain Elementary School,Logan-Hocking Local,Elementary,Regular School,43138
3.0,Group 3 - Southeast Cluster,Athens,Hocking,Green Elementary School,Logan-Hocking Local,Elementary,Regular School,43138
3.0,Group 3 - Southeast Cluster,Athens,Hocking,Hocking Hills Elementary School,Logan-Hocking Local,Elementary,Regular School,43138
3.0,Group 3 - Southeast Cluster,Athens,Hocking,Logan High School,Logan-Hocking Local,High,Regular School,43138
3.0,Group 3 - Southeast Cluster,Athens,Hocking,Logan-Hocking Middle School,Logan-Hocking Local,Middle,Regular School,43138
3.0,Group 3 - Southeast Cluster,Athens,Hocking,Union Furnace Elementary School,Logan-Hocking Local,Elementary,Regular School,43158
3.0,Group 3 - Southeast Cluster,Athens,Meigs,Eastern Elementary School,Eastern Local,Elementary,Regular School,45772
3.0,Group 3 - Southeast Cluster,Athens,Meigs,Eastern High School,Eastern Local,High,Regular School,45772
3.0,Group 3 - Southeast Cluster,Athens,Meigs,Meigs High School,Meigs Local,High,Regular School,45769
3.0,Group 3 - Southeast Cluster,Athens,Meigs,Meigs Intermediate School,Meigs Local,Elementary,Regular School,45760
3.0,Group 3 - Southeast Cluster,Athens,Meigs,Meigs Middle School,Meigs Local,Middle,Regular School,45769
3.0,Group 3 - Southeast Cluster,Athens,Meigs,Meigs Primary School,Meigs Local,Elementary,Regular School,45760
3.0,Group 3 - Southeast Cluster,Athens,Meigs,Southern Elementary School,Southern Local,Elementary,Regular School,45771
3.0,Group 3 - Southeast Cluster,Athens,Meigs,Southern High School,Southern Local,High,Regular School,45771
3.0,Group 3 - Southeast Cluster,Athens,Morgan,East Elementary School,Morgan Local,Elementary,Regular School,43756
3.0,Group 3 - Southeast Cluster,Athens,Morgan,Morgan High School,Morgan Local,High,Regular School,43756
3.0,Group 3 - Southeast Cluster,Athens,Morgan,Morgan Junior High School,Morgan Local,Middle,Regular School,43756
3.0,Group 3 - Southeast Cluster,Athens,Morgan,South Elementary School,Morgan Local,Elementary,Regular School,43787
3.0,Group 3 - Southeast Cluster,Athens,Morgan,West Elementary School,Morgan Local,Elementary,Regular School,43758
3.0,Group 3 - Southeast Cluster,Athens,Vinton,Central Elementary,Vinton County Local,Elementary,Regular School,45651
3.0,Group 3 - Southeast Cluster,Athens,Vinton,South Elementary,Vinton County Local,Elementary,Regular School,45634
3.0,Group 3 - Southeast Cluster,Athens,Vinton,Vinton County High School,Vinton County Local,High,Regular School,45651
3.0,Group 3 - Southeast Cluster,Athens,Vinton,Vinton County Middle School,Vinton County Local,Middle,Regular School,45651
3.0,Group 3 - Southeast Cluster,Athens,Vinton,West Elementary,Vinton County Local,Elementary,Regular School,45651
3.0,Group 3 - Southeast Cluster,Athens,Washington,Belpre Blue Sky Academy,Belpre City,Other,Regular School,45714
3.0,Group 3 - Southeast Cluster,Athens,Washington,Belpre Elementary School,Belpre City,Elementary,Regular School,45714
3.0,Group 3 - Southeast Cluster,Athens,Washington,Belpre High School,Belpre City,High,Regular School,45714
3.0,Group 3 - Southeast Cluster,Athens,Washington,Beverly-Center Elementary School,Fort Frye Local,Elementary,Regular School,45715
3.0,Group 3 - Southeast Cluster,Athens,Washington,BlueSky Virtual Academy,Wolf Creek Local,High,Regular School,45786
3.0,Group 3 - Southeast Cluster,Athens,Washington,Fort Frye High School,Fort Frye Local,High,Regular School,45715
3.0,Group 3 - Southeast Cluster,Athens,Washington,Fort Frye Middle School,Fort Frye Local,Middle,Regular School,45715
3.0,Group 3 - Southeast Cluster,Athens,Washington,Frontier High/Middle School,Frontier Local,High,Regular School,45767
3.0,Group 3 - Southeast Cluster,Athens,Washington,Frontier Local Virtual School,Frontier Local,High,Regular School,45767
3.0,Group 3 - Southeast Cluster,Athens,Washington,Lowell Elementary School,Fort Frye Local,Elementary,Regular School,45744
3.0,Group 3 - Southeast Cluster,Athens,Washington,Marietta Elementary School,Marietta City,Elementary,Regular School,45750
3.0,Group 3 - Southeast Cluster,Athens,Washington,Marietta High School,Marietta City,High,Regular School,45750
3.0,Group 3 - Southeast Cluster,Athens,Washington,Matamoras Elementary School,Frontier Local,Elementary,Regular School,45767
3.0,Group 3 - Southeast Cluster,Athens,Washington,Newport Elementary School,Frontier Local,Elementary,Regular School,45768
3.0,Group 3 - Southeast Cluster,Athens,Washington,Phillips School,Marietta City,Elementary,Regular School,45750
3.0,Group 3 - Southeast Cluster,Athens,Washington,Salem-Liberty Elementary School,Fort Frye Local,Elementary,Regular School,45745
3.0,Group 3 - Southeast Cluster,Athens,Washington,Warren Elementary School,Warren Local,Elementary,Regular School,45784
3.0,Group 3 - Southeast Cluster,Athens,Washington,Warren High School,Warren Local,High,Regular School,45784
3.0,Group 3 - Southeast Cluster,Athens,Washington,Warren Middle School,Warren Local,Middle,Regular School,45784
3.0,Group 3 - Southeast Cluster,Athens,Washington,Washington County CC Barrett Bld,Washington County Career Center District,High,Career and Technical School,45750
3.0,Group 3 - Southeast Cluster,Athens,Washington,Washington School,Marietta City,Elementary,Regular School,45750
3.0,Group 3 - Southeast Cluster,Athens,Washington,Waterford Elementary School,Wolf Creek Local,Elementary,Regular School,45786
3.0,Group 3 - Southeast Cluster,Athens,Washington,Waterford High School,Wolf Creek Local,High,Regular School,45786
4.0,Group 4 - Southern Corridor,Jackson,Gallia,Addaville Elementary School,Gallia County Local,Elementary,Regular School,45631
4.0,Group 4 - Southern Corridor,Jackson,Gallia,Buckeye Hills Career Center,Gallia-Jackson-Vinton,High,Career and Technical School,45674
4.0,Group 4 - Southern Corridor,Jackson,Gallia,Gallia Academy High School,Gallipolis City,High,Regular School,45631
4.0,Group 4 - Southern Corridor,Jackson,Gallia,Gallia Academy Middle School,Gallipolis City,Middle,Regular School,45631
4.0,Group 4 - Southern Corridor,Jackson,Gallia,Green Elementary School,Gallipolis City,Elementary,Regular School,45631
4.0,Group 4 - Southern Corridor,Jackson,Gallia,Hannan Trace Elementary School,Gallia County Local,Elementary,Regular School,45623
4.0,Group 4 - Southern Corridor,Jackson,Gallia,Rio Grande Elementary School,Gallipolis City,Elementary,Regular School,45674
4.0,Group 4 - Southern Corridor,Jackson,Gallia,River Valley High School,Gallia County Local,High,Regular School,45614
4.0,Group 4 - Southern Corridor,Jackson,Gallia,River Valley Middle School,Gallia County Local,Middle,Regular School,45614
4.0,Group 4 - Southern Corridor,Jackson,Gallia,South Gallia High School,Gallia County Local,High,Regular School,45623
4.0,Group 4 - Southern Corridor,Jackson,Gallia,South Gallia Middle School,Gallia County Local,Middle,Regular School,45623
4.0,Group 4 - Southern Corridor,Jackson,Gallia,Southern Ohio Digital Academy,Gallia County Local,Other,Regular School,45674
4.0,Group 4 - Southern Corridor,Jackson,Gallia,Southwestern Elementary School,Gallia County Local,Elementary,Regular School,45658
4.0,Group 4 - Southern Corridor,Jackson,Gallia,Vinton Elementary School,Gallia County Local,Elementary,Regular School,45686
4.0,Group 4 - Southern Corridor,Jackson,Gallia,Washington Elementary School,Gallipolis City,Elementary,Regular School,45631
4.0,Group 4 - Southern Corridor,Jackson,Jackson,Bundy Elementary School,Wellston City,Elementary,Regular School,45692
4.0,Group 4 - Southern Corridor,Jackson,Jackson,Jackson High School,Jackson City,High,Regular School,45640
4.0,Group 4 - Southern Corridor,Jackson,Jackson,Jackson Middle School,Jackson City,Middle,Regular School,45640
