region_id,region,county_name,NCESSCH,SCH_NAME,LEA_NAME,school_irn,Building Name,students_served,high_need,match_method,match_score
,,Mahoning,390001701509,Youngstown Community School,Youngstown Community School,134072,,0.0,False,unmatched,
,,Cuyahoga,390001901514,Constellation Schools: Old Brooklyn Community Elementary,Constellation Schools: Old Brooklyn Community Elementary,134098,Constellation Schools: Old Brooklyn Community Elementary,175.0,True,exact_irn,
,,Lucas,390002201520,Autism Model School,Autism Model School,134122,Autism Model School,96.0,True,exact_irn,
,,Cuyahoga,390002501543,Green Inspiration Academy,Green Inspiration Academy,134197,,0.0,False,unmatched,
,,Summit,390002701572,Middlebury Academy,Middlebury Academy,134213,,0.0,False,unmatched,
,,Montgomery,390002901578,City Day Community School,City Day Community School,134247,,0.0,False,unmatched,
,,Hamilton,390003102807,Cincinnati College Preparatory Academy,Cincinnati College Preparatory Academy,133512,,0.0,False,unmatched,
,,Summit,390003302834,Edge Learning,Edge Learning,133538,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390003602838,Ohio Achievement Charter Schools Inc. dba Millennium Commun,Ohio Achievement Charter Schools Inc. dba Millennium Commun,133561,,0.0,False,unmatched,
,,Summit,390003802844,Summit Academy Akron Elementary School,Summit Academy Akron Elementary School,133587,,0.0,False,unmatched,
,,Cuyahoga,390004002939,Horizon Science Acad Cleveland,Horizon Science Acad Cleveland,133629,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390004202978,Horizon Science Academy Columbus,Horizon Science Academy Columbus,133660,,0.0,False,unmatched,
,,Hamilton,390004302979,Riverside Community School Inc. dba Riverside Academy,Riverside Community School Inc. dba Riverside Academy,133678,,0.0,False,unmatched,
,,Butler,390004702997,Richard Allen Academy,Richard Allen Academy,133736,,0.0,False,unmatched,
,,Cuyahoga,390005203027,Invictus High School,Invictus High School,133835,Invictus High School,0.0,False,exact_irn,
,,Summit,390005303054,Towpath Trail High School,Towpath Trail High School,133868,Towpath Trail High School,734.0,True,exact_irn,
,,Lucas,390005603084,Toledo School For The Arts,Toledo School For The Arts,133942,,0.0,False,unmatched,
,,Cuyahoga,390006503248,Intergenerational School The,Intergenerational School The,133215,,0.0,False,unmatched,
,,Cuyahoga,390006803315,Constellation Schools: Parma Community,Constellation Schools: Parma Community,133256,,0.0,False,unmatched,
,,Stark,390007103346,Summit Academy Community School for Alternative Learn-Canton,Summit Academy Community School for Alternative Learn-Canton,133306,,0.0,False,unmatched,
,,Hamilton,390007203360,T.C.P. World Academy,T.C.P. World Academy,133330,,0.0,False,unmatched,
,,Montgomery,390007303361,Richard Allen Preparatory,Richard Allen Preparatory,133348,Richard Allen Preparatory,415.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390008003428,Graham School The,Graham School The,133421,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390008103441,Cornerstone Academy Community School,Cornerstone Academy Community School,133439,,0.0,False,unmatched,
,,Montgomery,390008303762,Alliance Community Schools Inc. dba Dayton Leadership Acade,Alliance Community Schools Inc. dba Dayton Leadership Acade,133454,,0.0,False,unmatched,
,,Trumbull,390008403786,River Gate High School,River Gate High School,133488,River Gate High School,0.0,False,exact_irn,
,,Butler,390009403602,Monroe High School,Monroe Local,139311,,0.0,False,unmatched,
,,Butler,390009403635,Monroe Elementary School,Monroe Local,139337,,0.0,False,unmatched,
,,Butler,390009405409,Monroe Primary School,Monroe Local,025221,,0.0,False,unmatched,
,,Butler,390009405926,Monroe Junior High School,Monroe Local,016889,,0.0,False,unmatched,
,,Butler,390009603913,Summit Acdy Comm Schl for Alternative Learners of Middletown,Summit Acdy Comm Schl for Alternative Learners of Middletown,132746,,0.0,False,unmatched,
,,Greene,390009704036,Summit Academy Community School Alternative Learners -Xenia,Summit Academy Community School Alternative Learners -Xenia,132761,,0.0,False,unmatched,
,,Summit,390009804167,Summit Academy Akron Middle School,Summit Academy Akron Middle School,132779,,0.0,False,unmatched,
,,Clark,390010003820,Cliff Park High School,Cliff Park High School,132795,Cliff Park High School,364.0,True,exact_irn,
,,Butler,390010103860,Marshall High School,Marshall High School,132803,Marshall High School,640.0,True,exact_irn,
,,Lorain,390010204160,Constellation Schools: Lorain Community Elementary,Constellation Schools: Lorain Community Elementary,132951,,0.0,False,unmatched,
,,Lorain,390010304054,Constellation Schools: Elyria Community,Constellation Schools: Elyria Community,132969,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390010404157,YB Columbus Community School,YB Columbus Community School,132985,YB Columbus Community School,270.0,True,exact_irn,
,,Cuyahoga,390010504154,Constellation Schools: Westpark Community Elementary,Constellation Schools: Westpark Community Elementary,132993,,0.0,False,unmatched,
,,Cuyahoga,390010704153,Washington Park Community School,Washington Park Community School,133280,,0.0,False,unmatched,
,,Lorain,390010904106,Summit Academy Community School Alternative Learners-Lorain,Summit Academy Community School Alternative Learners-Lorain,133322,Summit Academy Community School Alternative Learners-Lorain,0.0,False,exact_irn,
,,Hamilton,390011303911,ReGeneration Schools Avondale Elementary,ReGeneration Schools Avondale Elementary,133504,,0.0,False,unmatched,
,,Lucas,390011704155,The Autism Academy Of Learning,The Autism Academy Of Learning,143297,,0.0,False,unmatched,
,,Marion,390011804148,TRECA Digital Academy,TRECA Digital Academy,143305,TRECA Digital Academy,2375.0,True,exact_irn,
,,Cuyahoga,390011903854,Innovation Academy West,Innovation Academy West,143313,,0.0,False,unmatched,
,,Hamilton,390012103912,Hamilton Cnty Math & Science,Hamilton Cnty Math & Science,143602,,0.0,False,unmatched,
,,Scioto,390012303957,Sciotoville Community School,Sciotoville Community School,143644,,0.0,False,unmatched,
,,Lucas,390012704177,Glass City Academy,Glass City Academy,000131,Glass City Academy,0.0,False,exact_irn,
,,Montgomery,390012904179,Pathway School of Discovery,Pathway School of Discovery,000138,,0.0,False,unmatched,
,,Hamilton,390013004180,Alliance Academy of Cincinnati,Alliance Academy of Cincinnati,000139,,0.0,False,unmatched,
,,Lucas,390013805188,Wildwood Environmental Academy,Wildwood Environmental Academy,000222,Wildwood Environmental Academy,0.0,False,exact_irn,
,,Morrow,390014504757,Tomorrow Center,Tomorrow Center,148981,Tomorrow Center,0.0,False,exact_irn,
,,Mahoning,390014604758,The Unlimited Classroom dba Valley Virtual Remote Learning A,The Unlimited Classroom dba Valley Virtual Remote Learning A,148999,The Unlimited Classroom dba Valley Virtual Remote Learning A,190.0,True,exact_irn,
,,Richland,390015104763,GOAL Digital Academy,GOAL Digital Academy,149047,GOAL Digital Academy,0.0,False,exact_irn,
,,Greene,390015504767,Fairborn Digital Academy,Fairborn Digital Academy,149088,Fairborn Digital Academy,259.0,True,exact_irn,
,,Stark,390017504699,Stark High School,Stark High School,142901,Stark High School,97.0,True,exact_irn,
,,Lorain,390017604700,Black River Career Prep High School,Black River Career Prep High School,142919,Black River Career Prep High School,0.0,False,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390017704701,Focus Learning Academy of Southwestern Columbus,Focus Learning Academy of Southwestern Columbus,142927,Focus Learning Academy of Southwestern Columbus,100.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390017804702,Focus Learning Academy of Southeastern Columbus,Focus Learning Academy of Southeastern Columbus,142935,Focus Learning Academy of Southeastern Columbus,0.0,False,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390017904703,Focus Learning Academy of Northern Columbus,Focus Learning Academy of Northern Columbus,142943,,0.0,False,unmatched,
,,Lucas,390018004704,Ohio Virtual Academy,Ohio Virtual Academy,142950,Ohio Virtual Academy,15000.0,True,exact_irn,
,,Cuyahoga,390018104705,Hope Academy Northcoast Campus,Hope Academy Northcoast Campus,142968,Hope Academy Northcoast Campus,350.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390019004714,International Acad Of Columbus,International Acad Of Columbus,143172,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390019204716,Great Western Academy,Great Western Academy,143198,,0.0,False,unmatched,
,,Montgomery,390019304717,Trotwood Preparatory & Fitness Academy,Trotwood Preparatory & Fitness Academy,143206,Trotwood Preparatory & Fitness Academy,360.0,True,exact_irn,
,,Butler,390019404718,Middletown Preparatory & Fitness Academy,Middletown Preparatory & Fitness Academy,143214,,0.0,False,unmatched,
,,Cuyahoga,390020304727,Alternative Education Academy,Alternative Education Academy,143396,Alternative Education Academy,2725.0,True,exact_irn,
,,Cuyahoga,390021104735,Constellation Schools: Puritas Community Elementary,Constellation Schools: Puritas Community Elementary,143479,,0.0,False,unmatched,
,,Cuyahoga,390021204736,Constellation Schools: Stockyard Community Elementary,Constellation Schools: Stockyard Community Elementary,143487,,0.0,False,unmatched,
,,Montgomery,390021604740,North Dayton School of Discovery,North Dayton School of Discovery,143529,North Dayton School of Discovery,0.0,False,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390022304747,Arts & College Preparatory Academy,Arts & College Preparatory Academy,143610,,0.0,False,unmatched,
,,Lucas,390023104787,Skyway Career Prep High School,Skyway Career Prep High School,149302,Skyway Career Prep High School,75.0,True,exact_irn,
,,Muskingum,390023304789,Foxfire High School,Foxfire High School,149328,,0.0,False,unmatched,
,,Cuyahoga,390023704674,Luther E Ball (Chjcf),Buckeye United School District,064436,,0.0,False,unmatched,
,,Stark,390023704675,Indian River (Irjcf),Buckeye United School District,067801,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Pickaway,390023704676,Ralph C Starkey (Cjcf),Buckeye United School District,095646,,0.0,False,unmatched,
,,Montgomery,390024104688,Miami Valley Academies,Miami Valley Academies,132944,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390025005193,Ohio Connections Academy Inc,Ohio Connections Academy Inc,000236,,0.0,False,unmatched,
,,Tuscarawas,390025205195,Quaker Digital Academy,Quaker Digital Academy,000241,Quaker Digital Academy,927.0,True,exact_irn,
,,Allen,390027604816,West Central Learning Academy II,West Central Learning Academy II,151175,West Central Learning Academy II,75.0,True,exact_irn,
,,Cuyahoga,390027704817,Lake Erie International High School,Lake Erie International High School,151183,Lake Erie International High School,139.0,True,exact_irn,
,,Cuyahoga,390027904819,Randall Park High School,Randall Park High School,151209,Randall Park High School,180.0,True,exact_irn,
,,Stark,390028504617,Canton Harbor High School,Canton Harbor High School,000525,Canton Harbor High School,0.0,False,exact_irn,
,,Cuyahoga,390028604731,Cleveland Academy for Scholarship Technology and Leadership,Cleveland Academy for Scholarship Technology and Leadership,000527,Cleveland Academy for Scholarship Technology and Leadership,283.0,True,exact_irn,
,,Cuyahoga,390029104828,Constellation Schools: Puritas Community Middle,Constellation Schools: Puritas Community Middle,000534,,0.0,False,unmatched,
,,Cuyahoga,390029904836,Pinnacle Academy,Pinnacle Academy,000543,,0.0,False,unmatched,
,,Lucas,390030204839,Winterfield Venture Academy,Winterfield Venture Academy,000546,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390030404841,Columbus Humanities Arts and Technology Academy,Columbus Humanities Arts and Technology Academy,000553,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390030504842,A+ Arts Academy,A+ Arts Academy,000556,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390030604843,Columbus Arts & Technology Academy,Columbus Arts & Technology Academy,000557,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390030704844,Columbus Preparatory Academy,Columbus Preparatory Academy,000558,,0.0,False,unmatched,
,,Hamilton,390030804845,Orion Academy,Orion Academy,000559,,0.0,False,unmatched,
,,Cuyahoga,390030904846,Apex Academy,Apex Academy,000560,,0.0,False,unmatched,
,,Cuyahoga,390031304850,Northwest School of the Arts,Northwest School of the Arts,000575,,0.0,False,unmatched,
,,Montgomery,390031504852,Emerson Academy,Emerson Academy,000577,,0.0,False,unmatched,
,,Coshocton,390033104868,Coshocton Opportunity School,Coshocton Opportunity School,000598,,0.0,False,unmatched,
,,Hamilton,390033704874,Summit Academy Transition High School-Cincinnati,Summit Academy Transition High School-Cincinnati,000608,,0.0,False,unmatched,
,,Allen,390034104878,Heir Force Community School,Heir Force Community School,000613,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390034204879,Summit Academy Transition High School-Columbus,Summit Academy Transition High School-Columbus,000614,,0.0,False,unmatched,
,,Trumbull,390034404881,Summit Academy Alternative LearnersWarren Middle & Secondary,Summit Academy Alternative LearnersWarren Middle & Secondary,000616,Summit Academy Alternative LearnersWarren Middle & Secondary,0.0,False,exact_irn,
,,Montgomery,390034804885,Summit Academy Transition High School Dayton,Summit Academy Transition High School Dayton,000621,Summit Academy Transition High School Dayton,0.0,False,exact_irn,
,,Mahoning,390035004887,Summit Academy-Youngstown,Summit Academy-Youngstown,000623,,0.0,False,unmatched,
,,Butler,390036104898,Summit Academy Secondary School - Middletown,Summit Academy Secondary School - Middletown,000634,Summit Academy Secondary School - Middletown,0.0,False,exact_irn,
,,Wayne,390036604903,Rittman Academy,Rittman Academy,000640,Rittman Academy,0.0,False,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390038104918,Capital City Career Prep High School,Capital City Career Prep High School,000664,Capital City Career Prep High School,0.0,False,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390038304920,Oakstone Community School,Oakstone Community School,000679,Oakstone Community School,52.0,True,exact_irn,
,,Summit,390038504528,Schnee Learning Center,Schnee Learning Center,147231,Schnee Learning Center,75.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390039604956,Zenith Academy,Zenith Academy,000725,Zenith Academy,460.0,True,exact_irn,
,,Cuyahoga,390039904959,Phoenix Village Academy Primary 2 dba Wings Academy 1,Phoenix Village Academy Primary 2 dba Wings Academy 1,000736,,0.0,False,unmatched,
,,Lucas,390042804987,Maritime Academy of Toledo The,Maritime Academy of Toledo The,000770,"Maritime Academy of Toledo, The",250.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390043404993,Educational Academy for Boys & Girls,Educational Academy for Boys & Girls,000779,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390043504994,Midnimo Cross Cultural Middle School,Midnimo Cross Cultural Middle School,000780,,0.0,False,unmatched,
,,Hamilton,390044105000,Horizon Science Academy-Cincinnati,Horizon Science Academy-Cincinnati,000804,,0.0,False,unmatched,
,,Montgomery,390044405003,Horizon Science Academy-Dayton,Horizon Science Academy-Dayton,000808,,0.0,False,unmatched,
,,Montgomery,390044805007,Gem City Career Prep High School,Gem City Career Prep High School,000813,Gem City Career Prep High School,65.0,True,exact_irn,
,,Lucas,390045105010,Horizon Science Academy-Springfield,Horizon Science Academy-Springfield,000825,,0.0,False,unmatched,
,,Cuyahoga,390045405013,Horizon Science Academy-Denison Middle School,Horizon Science Academy-Denison Middle School,000838,,0.0,False,unmatched,
,,Lucas,390045705016,Bennett Venture Academy,Bennett Venture Academy,000843,,0.0,False,unmatched,
,,Mahoning,390046705026,Stambaugh Charter Academy,Stambaugh Charter Academy,000855,Stambaugh Charter Academy,465.0,True,exact_irn,
,,Cuyahoga,390047005029,Horizon Science Academy-Cleveland Middle School,Horizon Science Academy-Cleveland Middle School,000858,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390047405033,Westside Academy,Westside Academy,000875,,0.0,False,unmatched,
,,Warren,390048805198,Greater Ohio Virtual School,Greater Ohio Virtual School,000282,Greater Ohio Virtual School,0.0,False,exact_irn,
,,Auglaize,390049005200,Auglaize County Educational Academy,Auglaize County Educational Academy,000288,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390049205202,Summit Academy Community School-Columbus,Summit Academy Community School-Columbus,000296,,0.0,False,unmatched,
,,Montgomery,390049305203,Summit Academy Community School - Dayton,Summit Academy Community School - Dayton,000297,,0.0,False,unmatched,
,,Summit,390049405204,Summit Academy Secondary - Akron,Summit Academy Secondary - Akron,000298,,0.0,False,unmatched,
,,Stark,390049505205,Summit Academy Secondary - Canton,Summit Academy Secondary - Canton,000300,Summit Academy Secondary - Canton,0.0,False,exact_irn,
,,Lucas,390049605206,Summit Academy - Toledo,Summit Academy - Toledo,000301,,0.0,False,unmatched,
,,Cuyahoga,390049705207,Summit Academy Community School - Parma,Summit Academy Community School - Parma,000302,,0.0,False,unmatched,
,,Mahoning,390049805208,Summit Academy Secondary - Youngstown,Summit Academy Secondary - Youngstown,000303,Summit Academy Secondary - Youngstown,0.0,False,exact_irn,
,,Trumbull,390050005210,Summit Academy Community School-Warren,Summit Academy Community School-Warren,000305,,0.0,False,unmatched,
,,Hamilton,390050105211,Summit Academy Community School - Cincinnati,Summit Academy Community School - Cincinnati,000306,,0.0,False,unmatched,
,,Seneca,390050205212,Bridges Community Academy dba Bridges Preparatory Academy,Bridges Community Academy dba Bridges Preparatory Academy,000311,,0.0,False,unmatched,
,,Cuyahoga,390050305213,Constellation Schools: Westpark Community Middle,Constellation Schools: Westpark Community Middle,000316,,0.0,False,unmatched,
,,Cuyahoga,390050505215,Menlo Park Academy,Menlo Park Academy,000318,,0.0,False,unmatched,
,,Cuyahoga,390050605216,Constellation Schools: Madison Community Elementary,Constellation Schools: Madison Community Elementary,000319,,0.0,False,unmatched,
,,Lorain,390050705217,Constellation Schools: Lorain Community Middle,Constellation Schools: Lorain Community Middle,000320,,0.0,False,unmatched,
,,Cuyahoga,390050805218,Constellation Schools: Old Brooklyn Community Middle,Constellation Schools: Old Brooklyn Community Middle,000321,Constellation Schools: Old Brooklyn Community Middle,0.0,False,exact_irn,
,,Lucas,390051005220,Horizon Science Academy Toledo,Horizon Science Academy Toledo,000338,,0.0,False,unmatched,
,,Hancock,390052805238,Findlay Digital Academy,Findlay Digital Academy,000402,,0.0,False,unmatched,
,,Columbiana,390053005240,Buckeye On-Line School for Success,Buckeye On-Line School for Success,000417,Buckeye On-Line School for Success,0.0,False,exact_irn,
,,Adams,390053705248,Manchester High School,Manchester Local,000450,,0.0,False,unmatched,
,,Adams,390053705249,Manchester Elementary School,Manchester Local,000451,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390055005262,Whitehall Preparatory and Fitness Academy,Whitehall Preparatory and Fitness Academy,000509,,0.0,False,unmatched,
,,Clark,390055105263,Springfield Preparatory and Fitness Academy,Springfield Preparatory and Fitness Academy,000510,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390055205264,Northland Preparatory and Fitness Academy,Northland Preparatory and Fitness Academy,000511,Northland Preparatory and Fitness Academy,190.0,True,exact_irn,
,,Cuyahoga,390056205054,Promise Academy,Promise Academy,000936,Promise Academy,0.0,False,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390056405056,East Bridge Academy of Excellence,East Bridge Academy of Excellence,000938,East Bridge Academy of Excellence,137.0,True,exact_irn,
2.0,Group 2 - Newark / East-Central,Licking,390056705059,Par Excellence Academy dba Par Excellence STEM Academy,Par Excellence Academy dba Par Excellence STEM Academy,000941,,0.0,False,unmatched,
,,Lucas,390057305065,Toledo Preparatory and Fitness Academy,Toledo Preparatory and Fitness Academy,000951,Toledo Preparatory and Fitness Academy,300.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390057405066,Columbus Preparatory and Fitness Academy,Columbus Preparatory and Fitness Academy,000952,Columbus Preparatory and Fitness Academy,395.0,True,exact_irn,
,,Hamilton,390057505067,Mt. Healthy Preparatory and Fitness Academy,Mt. Healthy Preparatory and Fitness Academy,000953,,0.0,False,unmatched,
,,Mahoning,390058005072,Youngstown Academy of Excellence,Youngstown Academy of Excellence,007984,,0.0,False,unmatched,
,,Cuyahoga,390058405076,Cleveland Arts and Social Sciences Academy,Cleveland Arts and Social Sciences Academy,007995,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390058605078,Charles School at Ohio Dominican University,Charles School at Ohio Dominican University,007999,Charles School at Ohio Dominican University,350.0,True,exact_irn,
,,Lorain,390058705079,Lorain Preparatory Academy,Lorain Preparatory Academy,008000,Lorain Preparatory Academy,530.0,True,exact_irn,
,,Summit,390059305084,Cascade Career Prep High School,Cascade Career Prep High School,008063,Cascade Career Prep High School,0.0,False,exact_irn,
,,Erie,390059405085,Monroe Preparatory Academy,Monroe Preparatory Academy,008064,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390063805183,Early College Academy,Early College Academy,000912,Early College Academy,0.0,False,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390064005351,Groveport Community School,Groveport Community School,008287,,0.0,False,unmatched,
,,Cuyahoga,390064105328,Harvard Avenue Performance Academy,Harvard Avenue Performance Academy,008286,Harvard Avenue Performance Academy,345.0,True,exact_irn,
,,Montgomery,390064205309,Dayton Business Technology High School,Dayton Business Technology High School,008283,Dayton Business Technology High School,75.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390064305312,North Woods Career Prep High School,North Woods Career Prep High School,008282,North Woods Career Prep High School,0.0,False,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390064405338,South Scioto Academy,South Scioto Academy,008281,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390064505319,Noble Academy-Columbus,Noble Academy-Columbus,008280,,0.0,False,unmatched,
,,Cuyahoga,390064605345,Noble Academy-Cleveland,Noble Academy-Cleveland,008278,,0.0,False,unmatched,
,,Lucas,390064705347,Eagle Learning Center,Eagle Learning Center,008289,Eagle Learning Center,50.0,True,exact_irn,
,,Richland,390130105401,Foundation Academy,Foundation Academy,009192,,0.0,False,unmatched,
,,Montgomery,390130205399,Dayton Early College Academy Inc,Dayton Early College Academy Inc,009283,,0.0,False,unmatched,
,,Muskingum,390131405407,Zanesville Community High School,Zanesville Community High School,009148,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390132205440,Horizon Science Academy Columbus Middle School,Horizon Science Academy Columbus Middle School,009179,,0.0,False,unmatched,
,,Cuyahoga,390132605397,Constellation Schools: Westside Community School of the Arts,Constellation Schools: Westside Community School of the Arts,009149,,0.0,False,unmatched,
,,Mahoning,390132905451,Mahoning Valley Community School,Mahoning Valley Community School,009996,Mahoning County High School DBA Mahoning Valley Community,148.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390133005487,KIPP Columbus,KIPP Columbus,009997,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390133505496,Cesar Chavez College Preparatory School,Cesar Chavez College Preparatory School,010036,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390133705488,Performance Academy Eastland,Performance Academy Eastland,010182,,0.0,False,unmatched,
,,Lucas,390133905468,L. Hollingworth School for Talented and Gifted,L. Hollingworth School for Talented and Gifted,010205,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390134405464,Sullivant Avenue Community School,Sullivant Avenue Community School,009953,,0.0,False,unmatched,
,,Lucas,390134605469,Madison Avenue School of Arts,Madison Avenue School of Arts,009955,,0.0,False,unmatched,
,,Montgomery,390134705453,Klepinger Community School,Klepinger Community School,009957,,0.0,False,unmatched,
,,Ashland,390135005447,Ashland County Community Academy,Ashland County Community Academy,009971,Ashland County Community Academy,83.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390135305483,Horizon Science Academy Elementary School,Horizon Science Academy Elementary School,009990,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390135405507,Renaissance Academy dba Bessie Sherrod Price Preparatory Aca,Renaissance Academy dba Bessie Sherrod Price Preparatory Aca,011439,,0.0,False,unmatched,
5.0,Group 5 - Eastern Edge,Harrison,390136305525,Lakeland Academy Community School,Lakeland Academy Community School,011511,,0.0,False,unmatched,
,,Lorain,390136505544,Horizon Science Academy Lorain,Horizon Science Academy Lorain,011533,,0.0,False,unmatched,
,,Montgomery,390136605556,Horizon Science Academy Dayton High School,Horizon Science Academy Dayton High School,011534,,0.0,False,unmatched,
,,Cuyahoga,390136805528,Village Preparatory School Cliffs,Village Preparatory School Cliffs,011291,,0.0,False,unmatched,
,,Summit,390136905522,Greater Summit County Early Learning Center,Greater Summit County Early Learning Center,011381,,0.0,False,unmatched,
,,Cuyahoga,390137005562,Bella Academy of Excellence,Bella Academy of Excellence,011390,,0.0,False,unmatched,
,,Montgomery,390137405564,Dayton Regional STEM School,Dayton Regional STEM School,011506,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390137505565,Columbus Bilingual Academy-North,Columbus Bilingual Academy-North,011468,,0.0,False,unmatched,
,,Cuyahoga,390137605644,Northeast Ohio College Preparatory School,Northeast Ohio College Preparatory School,011923,Northeast Ohio College Preparatory School,0.0,False,exact_irn,
,,Summit,390137705630,Imagine Akron Academy,Imagine Akron Academy,011947,,0.0,False,unmatched,
,,Richland,390138105634,The Richland School of Academic Arts,The Richland School of Academic Arts,011967,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390138205643,Graham Elementary and Middle School,Graham Elementary and Middle School,011972,,0.0,False,unmatched,
,,Montgomery,390138305625,Horizon Science Academy Dayton Downtown,Horizon Science Academy Dayton Downtown,011976,,0.0,False,unmatched,
,,Mahoning,390138905567,Horizon Science Academy Youngstown,Horizon Science Academy Youngstown,011986,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390139605579,Zenith Academy East,Zenith Academy East,012009,,0.0,False,unmatched,
,,Cuyahoga,390139705615,Cleveland College Preparatory School,Cleveland College Preparatory School,012010,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Franklin,390139805612,Columbus Performance Academy,Columbus Performance Academy,012011,,0.0,False,unmatched,
,,Cuyahoga,390140305599,Constellation Schools: Stockyard Community Middle,Constellation Schools: Stockyard Community Middle,012025,Constellation Schools: Stockyard Community Middle,0.0,False,exact_irn,
,,Cuyahoga,390140505596,Near West Intergenerational School,Near West Intergenerational School,012030,,0.0,False,unmatched,
,,Muskingum,390140705576,Foxfire Intermediate School,Foxfire Intermediate School,012033,Foxfire Intermediate School,0.0,False,exact_irn,
,,Cuyahoga,390140905571,Regent High School,Regent High School,012036,Regent High School,270.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390141005568,Mason Run High School,Mason Run High School,012037,Mason Run High School,75.0,True,exact_irn,
,,Cuyahoga,390141105590,Old Brook High School,Old Brook High School,012038,Old Brook High School,445.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390141205608,Road to Success Academy,Road to Success Academy,012040,Road to Success Academy,50.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390141305569,Central High School,Central High School,012041,Central High School,23.0,True,exact_irn,
,,Cuyahoga,390141405602,Southern Cleveland Drop Back Indba Innovative Career Academy,Southern Cleveland Drop Back Indba Innovative Career Academy,012042,,0.0,False,unmatched,
,,Cuyahoga,390141505601,West Cleveland Drop Back In dba Frederick Douglass High Scho,West Cleveland Drop Back In dba Frederick Douglass High Scho,012043,West Cleveland Drop Back In dba Frederick Douglass High Scho,540.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390141605649,Capital High School,Capital High School,012044,Capital High School,20.0,True,exact_irn,
1.0,Group 1 - Columbus Core,Franklin,390141705597,Patriot Preparatory Academy,Patriot Preparatory Academy,012045,Patriot Preparatory Academy,720.0,True,exact_irn,
,,Seneca,390142005577,North Central Academy,North Central Academy,012054,North Central Academy ,0.0,False,exact_irn,
,,Mahoning,390142705618,Southside Academy,Southside Academy,012105,Southside Academy,186.0,True,exact_irn,
,,Summit,390142805651,Akros Middle School,Akros Middle School,012060,,0.0,False,unmatched,
,,Hardin,390142905652,Hardin Community School,Hardin Community School,011324,,0.0,False,unmatched,
,,Cuyahoga,390143005665,Broadway Academy,Broadway Academy,012684,,0.0,False,unmatched,
,,Cuyahoga,390143205676,Constellation Schools: Eastside Arts Academy,Constellation Schools: Eastside Arts Academy,012671,,0.0,False,unmatched,
