region_id,region,county_name,NCESSCH,SCH_NAME,LEA_NAME,school_irn,Building Name,students_served,high_need,match_method,match_score
,,Seneca,390495603633,Lakota Elementary School,Lakota Local,019711,,0.0,False,unmatched,
,,Seneca,390495603634,Lakota High School,Lakota Local,019745,,0.0,False,unmatched,
,,Ottawa,390495703637,Woodmore High School,Woodmore Local,042044,,0.0,False,unmatched,
,,Sandusky,390495703638,Woodmore Elementary School,Woodmore Local,042036,,0.0,False,unmatched,
,,Sandusky,390495705855,Woodmore Middle School,Woodmore Local,015151,,0.0,False,unmatched,
,,Scioto,390495903640,South Webster Jr/Sr High School,Bloom-Vernon Local,002873,,0.0,False,unmatched,
,,Scioto,390495903643,Bloom-Vernon Elementary School,Bloom-Vernon Local,038372,,0.0,False,unmatched,
,,Scioto,390496103647,Green Elementary School,Green Local,014340,,0.0,False,unmatched,
,,Scioto,390496103648,Green High School,Green Local,014373,,0.0,False,unmatched,
,,Scioto,390496106060,Green Preschool,Green Local,019176,,0.0,False,unmatched,
,,Scioto,390496203649,Minford High School,Minford Local,025080,,0.0,False,unmatched,
,,Scioto,390496203650,Minford Middle School,Minford Local,036517,,0.0,False,unmatched,
,,Scioto,390496203651,Minford Primary Elementary School,Minford Local,025072,,0.0,False,unmatched,
,,Scioto,390496300490,Northwest Middle School,Northwest Local,120261,,0.0,False,unmatched,
,,Scioto,390496300493,Northwest Elementary School,Northwest Local,120279,,0.0,False,unmatched,
,,Scioto,390496303654,Northwest High School,Northwest Local,027854,,0.0,False,unmatched,
,,Scioto,390496403658,Valley Elementary School,Valley Local,038075,,0.0,False,unmatched,
,,Scioto,390496403659,Valley High School,Valley Local,038125,,0.0,False,unmatched,
,,Scioto,390496403660,Valley Middle School,Valley Local,038133,,0.0,False,unmatched,
,,Scioto,390496501452,Portsmouth West Elementary School,Washington-Nile Local,125773,,0.0,False,unmatched,
,,Scioto,390496501453,Portsmouth West Middle School,Washington-Nile Local,125781,,0.0,False,unmatched,
,,Scioto,390496503665,Portsmouth West High School,Washington-Nile Local,030585,,0.0,False,unmatched,
,,Scioto,390496603666,Wheelersburg Elementary School,Wheelersburg Local,040923,,0.0,False,unmatched,
,,Scioto,390496603667,Wheelersburg High School,Wheelersburg Local,040931,,0.0,False,unmatched,
,,Scioto,390496604660,Wheelersburg Middle School,Wheelersburg Local,146308,,0.0,False,unmatched,
,,Seneca,390496803668,Seneca East Elementary,Seneca East Local,001180,,0.0,False,unmatched,
,,Seneca,390496803670,Seneca East High School,Seneca East Local,001198,,0.0,False,unmatched,
,,Seneca,390496803671,Seneca East Middle School,Seneca East Local,061846,,0.0,False,unmatched,
,,Seneca,390497003675,Hopewell-Loudon Local Elementary School,Hopewell-Loudon Local,016808,,0.0,False,unmatched,
,,Seneca,390497003676,Hopewell-Loudon Local High School,Hopewell-Loudon Local,016816,,0.0,False,unmatched,
,,Seneca,390497103678,New Riegel Elementary School,New Riegel Local,026948,,0.0,False,unmatched,
,,Seneca,390497103679,New Riegel High School,New Riegel Local,026955,,0.0,False,unmatched,
,,Shelby,390497603686,Botkins Elementary School,Botkins Local,003210,,0.0,False,unmatched,
,,Shelby,390497603687,Botkins High School,Botkins Local,003228,,0.0,False,unmatched,
,,Shelby,390497703690,Fairlawn Elementary School,Fairlawn Local,011155,,0.0,False,unmatched,
,,Shelby,390497703691,Fairlawn High School,Fairlawn Local,011163,,0.0,False,unmatched,
,,Shelby,390497803692,Fort Loramie Elementary School,Fort Loramie Local,012633,,0.0,False,unmatched,
,,Shelby,390497803693,Fort Loramie Junior-Senior High School,Fort Loramie Local,012641,,0.0,False,unmatched,
,,Shelby,390497903694,Hardin Houston Elementary School,Hardin-Houston Local,015149,,0.0,False,unmatched,
,,Shelby,390497903695,Houston High School,Hardin-Houston Local,015156,,0.0,False,unmatched,
,,Shelby,390498103698,Russia Elementary School,Russia Local,033043,,0.0,False,unmatched,
,,Shelby,390498103699,Russia High School,Russia Local,033050,,0.0,False,unmatched,
,,Stark,390498303700,Canton South High School,Canton Local,004812,,0.0,False,unmatched,
,,Stark,390498303701,Canton South Middle School,Canton Local,043430,,0.0,False,unmatched,
,,Stark,390498303707,Faircrest Memorial Elementary School,Canton Local,061804,,0.0,False,unmatched,
,,Stark,390498400701,Fairless Middle School,Fairless Local,018572,Fairless Middle School,0.0,False,exact_irn,
,,Stark,390498403709,Fairless High School,Fairless Local,011171,Fairless Middle School,0.0,False,exact_unique_name,100
,,Stark,390498405410,Fairless Elementary School,Fairless Local,009488,Fairless Middle School,0.0,False,exact_unique_name,100
,,Stark,390498503714,Amherst Elementary School,Jackson Local,000638,,0.0,False,unmatched,
,,Stark,390498503715,Jackson High School,Jackson Local,017772,Jackson High School,650.0,True,exact_unique_name,100
,,Stark,390498503716,Jackson Memorial Middle School,Jackson Local,067975,,0.0,False,unmatched,
,,Stark,390498503717,Lake Cable Elementary School,Jackson Local,019489,,0.0,False,unmatched,
,,Stark,390498503718,Sauder Elementary School,Jackson Local,033621,,0.0,False,unmatched,
,,Stark,390498504662,Strausser Elementary School,Jackson Local,145433,,0.0,False,unmatched,
,,Stark,390498603720,Lake Middle / High School,Lake Local,061812,,0.0,False,unmatched,
,,Stark,390498603723,Lake Primary School,Lake Local,037879,,0.0,False,unmatched,
,,Stark,390498604170,Lake Elementary School,Lake Local,081786,,0.0,False,unmatched,
,,Stark,390498703725,Louisville Elementary School,Louisville City,021568,,0.0,False,unmatched,
,,Stark,390498703726,Louisville High School,Louisville City,021576,,0.0,False,unmatched,
,,Stark,390498703727,Louisville Middle School,Louisville City,021584,,0.0,False,unmatched,
,,Stark,390498703728,North Nimishillen Elementary School,Louisville City,026286,,0.0,False,unmatched,
,,Stark,390498803730,Lexington Elementary School,Marlington Local,020230,,0.0,False,unmatched,
,,Stark,390498803732,Marlington High School,Marlington Local,022947,,0.0,False,unmatched,
,,Stark,390498803733,Marlington Middle School,Marlington Local,061820,,0.0,False,unmatched,
,,Stark,390498803734,Washington Elementary School,Marlington Local,039537,,0.0,False,unmatched,
,,Stark,390498806061,Marlboro Elementary,Marlington Local,019223,,0.0,False,unmatched,
,,Stark,390498903735,Minerva Middle School,Minerva Local,025031,,0.0,False,unmatched,
,,Stark,390498903736,Minerva Elementary School,Minerva Local,023077,,0.0,False,unmatched,
,,Stark,390498903737,Minerva High School,Minerva Local,025056,,0.0,False,unmatched,
,,Stark,390499003740,W. S. Stinson Elementary School,Northwest Local,004754,,0.0,False,unmatched,
,,Stark,390499003741,Northwest Primary School,Northwest Local,006700,,0.0,False,unmatched,
,,Stark,390499003742,Northwest High School,Northwest Local,027862,,0.0,False,unmatched,
,,Stark,390499003743,Northwest Middle School,Northwest Local,028134,,0.0,False,unmatched,
,,Stark,390499100341,East Canton Middle School,Osnaburg Local,117879,,0.0,False,unmatched,
,,Stark,390499103745,East Canton Elementary School,Osnaburg Local,008953,,0.0,False,unmatched,
,,Stark,390499103746,East Canton High School,Osnaburg Local,008961,,0.0,False,unmatched,
,,Stark,390499203747,Edison Middle School,Perry Local,010058,,0.0,False,unmatched,18.181818181818176
,,Stark,390499203748,Southway Elementary School,Perry Local,013268,,0.0,False,unmatched,15.384615384615385
,,Stark,390499203749,Lohr Elementary School,Perry Local,021253,,0.0,False,unmatched,22.22222222222222
,,Stark,390499203750,Perry High School,Perry Local,029702,Perry High School,0.0,False,exact_unique_name,100
,,Stark,390499203751,Pfeiffer Intermediate School,Perry Local,067942,,0.0,False,unmatched,23.076923076923073
,,Stark,390499203754,T C Knapp Elementary School,Perry Local,061838,,0.0,False,unmatched,14.28571428571429
,,Stark,390499203755,Watson Elementary School,Perry Local,039859,,0.0,False,unmatched,0.0
,,Stark,390499303757,Avondale Elementary School,Plain Local,001404,Avondale Elementary School,196.0,True,exact_unique_name,100
,,Stark,390499303758,Charles L Warstler Elementary School,Plain Local,005926,Charles L Warstler Elementary School,0.0,False,exact_irn,
,,Stark,390499303760,Frazer Elementary School,Plain Local,012401,,0.0,False,unmatched,33.333333333333336
,,Stark,390499303761,GlenOak High School,Plain Local,028365,,0.0,False,unmatched,24.0
,,Stark,390499303763,Oakwood Middle School,Plain Local,024505,,0.0,False,unmatched,16.000000000000004
,,Stark,390499303766,Ransom H Barr Elementary School,Plain Local,031070,,0.0,False,unmatched,38.70967741935484
,,Stark,390499303767,Glenwood Intermediate School,Plain Local,036848,,0.0,False,unmatched,30.76923076923077
,,Stark,390499304329,Robert A. Taft Elementary School,Plain Local,041384,,0.0,False,unmatched,38.70967741935484
,,Stark,390499305342,Middlebranch Elementary School,Plain Local,008304,,0.0,False,unmatched,19.999999999999996
,,Tuscarawas,390499403770,Sandy Valley High School,Sandy Valley Local,033563,Sandy Valley Middle School ,314.0,True,exact_unique_name,100
,,Tuscarawas,390499405457,Sandy Valley Elementary School,Sandy Valley Local,009968,Sandy Valley Middle School ,314.0,True,exact_unique_name,100
,,Tuscarawas,390499405478,Sandy Valley Middle School,Sandy Valley Local,009972,Sandy Valley Middle School ,314.0,True,exact_irn,
,,Stark,390499503772,Tuslaw Middle School,Tuslaw Local,025130,,0.0,False,unmatched,
,,Stark,390499503776,Tuslaw High School,Tuslaw Local,037671,,0.0,False,unmatched,
,,Stark,390499503777,Tuslaw Elementary School,Tuslaw Local,027532,,0.0,False,unmatched,
,,Summit,390499700704,Woodridge Elementary School,Woodridge Local,123034,,0.0,False,unmatched,
,,Summit,390499703778,Woodridge Middle School,Woodridge Local,003202,,0.0,False,unmatched,
,,Summit,390499703780,Woodridge High School,Woodridge Local,042051,,0.0,False,unmatched,
,,Summit,390499706161,Woodridge Virtual Academy,Woodridge Local,019725,,0.0,False,unmatched,
,,Summit,390499803781,Arrowhead Primary Elementary School,Copley-Fairlawn City,001024,,0.0,False,unmatched,
,,Summit,390499803782,Copley High School,Copley-Fairlawn City,007310,,0.0,False,unmatched,
,,Summit,390499803783,Copley-Fairlawn Middle School,Copley-Fairlawn City,007328,,0.0,False,unmatched,
,,Summit,390499803784,Fort Island Primary Elementary School,Copley-Fairlawn City,012609,,0.0,False,unmatched,
,,Summit,390499803785,Herberich Primary Elementary School,Copley-Fairlawn City,015933,,0.0,False,unmatched,
,,Summit,390499903788,Coventry High School,Coventry Local,007286,,0.0,False,unmatched,
,,Summit,390499903789,Coventry Middle School,Coventry Local,010702,,0.0,False,unmatched,
,,Summit,390499903791,Coventry Elementary School,Coventry Local,037622,,0.0,False,unmatched,
,,Summit,390500003792,Manchester Middle School,Manchester Local,022400,,0.0,False,unmatched,
,,Summit,390500003793,Manchester High School,Manchester Local,022418,,0.0,False,unmatched,
,,Summit,390500003795,Nolley Elementary School,Manchester Local,027318,,0.0,False,unmatched,
,,Stark,390500100710,Green Intermediate Elementary School,Green Local,123398,,0.0,False,unmatched,
,,Stark,390500103797,Green High School,Green Local,014365,,0.0,False,unmatched,
,,Summit,390500103798,Green Middle School,Green Local,043448,,0.0,False,unmatched,
,,Summit,390500103800,Greenwood Early Learning Center,Green Local,014654,,0.0,False,unmatched,
,,Stark,390500105315,Green Primary School,Green Local,008252,,0.0,False,unmatched,
,,Summit,390500200199,East Woods Intermediate School,Hudson City,114090,,0.0,False,unmatched,
,,Summit,390500203801,McDowell Early Learning School,Hudson City,010827,,0.0,False,unmatched,
,,Summit,390500203802,Ellsworth Hill Elementary School,Hudson City,017079,,0.0,False,unmatched,
,,Summit,390500203803,Hudson Middle School,Hudson City,017087,,0.0,False,unmatched,
,,Summit,390500203804,Hudson High School,Hudson City,017095,,0.0,False,unmatched,
,,Portage,390500303514,Mogadore Junior High School,Mogadore Local,138347,,0.0,False,unmatched,
,,Portage,390500303806,Mogadore High School,Mogadore Local,025148,,0.0,False,unmatched,
,,Portage,390500303807,O H Somers Elementary School,Mogadore Local,034850,,0.0,False,unmatched,
,,Summit,390500401098,Northfield Elementary School,Nordonia Hills City,027672,,0.0,False,unmatched,
,,Summit,390500403808,Ledgeview Elementary School,Nordonia Hills City,020065,,0.0,False,unmatched,
,,Summit,390500403809,Lee Eaton Intermediate School,Nordonia Hills City,009787,,0.0,False,unmatched,
,,Summit,390500403811,Nordonia Middle School,Nordonia Hills City,027326,,0.0,False,unmatched,
,,Summit,390500403812,Nordonia High School,Nordonia Hills City,027334,,0.0,False,unmatched,
,,Summit,390500403814,Rushwood Elementary School,Nordonia Hills City,061473,,0.0,False,unmatched,
,,Summit,390500406164,Nordonia Digital Knights Academy,Nordonia Hills City,019621,,0.0,False,unmatched,
,,Summit,390500503815,Bath Elementary School,Revere Local,001735,,0.0,False,unmatched,
,,Summit,390500503816,Revere Middle School,Revere Local,009720,,0.0,False,unmatched,
,,Summit,390500503817,Richfield Elementary School,Revere Local,016261,,0.0,False,unmatched,
,,Summit,390500503818,Revere High School,Revere Local,031393,,0.0,False,unmatched,
,,Summit,390500603823,Spring Hill Elementary,Springfield Local,032482,,0.0,False,unmatched,
,,Summit,390500603825,Schrop Intermediate School,Springfield Local,033738,,0.0,False,unmatched,
,,Summit,390500603827,Springfield Junior/Senior High School,Springfield Local,035485,,0.0,False,unmatched,
,,Summit,390500610833,Springfield Preschool Center,Springfield Local,020348,,0.0,False,unmatched,
,,Summit,390500702802,Twinsburg High School,Twinsburg City,136101,,0.0,False,unmatched,
,,Summit,390500703829,R B Chamberlin Middle School,Twinsburg City,005785,,0.0,False,unmatched,
,,Summit,390500703830,Geo G Dodge Elementary School,Twinsburg City,061481,,0.0,False,unmatched,
,,Summit,390500703831,Samuel Bissell Elementary School,Twinsburg City,002766,,0.0,False,unmatched,
,,Summit,390500703833,Wilcox Elementary School,Twinsburg City,041251,,0.0,False,unmatched,
,,Trumbull,390500903835,Bloomfield High School,Bloomfield-Mespo Local,002956,,0.0,False,unmatched,
,,Trumbull,390500903836,Mesopotamia Elementary School,Bloomfield-Mespo Local,024331,,0.0,False,unmatched,
,,Trumbull,390501103837,Bristol Elementary School,Bristol Local,003632,,0.0,False,unmatched,
,,Trumbull,390501103838,Bristol High School,Bristol Local,003640,,0.0,False,unmatched,
,,Trumbull,390501203840,Brookfield High School,Brookfield Local,003749,,0.0,False,unmatched,
,,Trumbull,390501203841,Brookfield Middle School,Brookfield Local,003756,,0.0,False,unmatched,
,,Trumbull,390501203842,Brookfield Elementary School,Brookfield Local,007906,,0.0,False,unmatched,
,,Trumbull,390501303844,Champion High School,Champion Local,005819,Champion High School,40.0,True,exact_irn,
,,Trumbull,390501303845,Champion Middle School,Champion Local,005835,Champion High School,40.0,True,exact_unique_name,100
,,Trumbull,390501303846,Champion Central Elementary School,Champion Local,005801,,0.0,False,unmatched,66.66666666666667
,,Trumbull,390501503850,Mathews Elementary School (Intermediate),Mathews Local,001461,,0.0,False,unmatched,
,,Trumbull,390501503851,Mathews Elementary School (Primary),Mathews Local,007898,,0.0,False,unmatched,
,,Trumbull,390501503852,Mathews High School,Mathews Local,023218,,0.0,False,unmatched,
,,Trumbull,390501503853,Mathews Junior High School,Mathews Local,026500,,0.0,False,unmatched,
,,Trumbull,390501603855,Howland High School,Howland Local,017004,,0.0,False,unmatched,
,,Trumbull,390501603856,Howland Middle School,Howland Local,017012,,0.0,False,unmatched,
,,Trumbull,390501603857,Howland Glen Elementary School,Howland Local,061986,,0.0,False,unmatched,
,,Trumbull,390501603858,Howland Springs Elementary School,Howland Local,061994,,0.0,False,unmatched,
,,Trumbull,390501603859,Mines Elementary School,Howland Local,025064,,0.0,False,unmatched,
,,Trumbull,390501703862,Badger High School,Joseph Badger Local,001446,,0.0,False,unmatched,
,,Trumbull,390501703863,Badger Elementary School,Joseph Badger Local,014795,,0.0,False,unmatched,
,,Trumbull,390501703865,Badger Middle School,Joseph Badger Local,038364,,0.0,False,unmatched,
,,Trumbull,390501803866,Lakeview Elementary School,Lakeview Local,001818,,0.0,False,unmatched,
,,Trumbull,390501803868,Lakeview High School,Lakeview Local,019661,,0.0,False,unmatched,
,,Trumbull,390501803869,Lakeview Middle School,Lakeview Local,071027,,0.0,False,unmatched,
,,Trumbull,390501903870,E J Blott Elementary School,Liberty Local,002980,,0.0,False,unmatched,
,,Trumbull,390501903871,Liberty High School,Liberty Local,020388,Liberty High School,373.0,True,exact_unique_name,100
,,Trumbull,390501903872,William S Guy Middle School,Liberty Local,014803,,0.0,False,unmatched,
,,Trumbull,390502003874,Lordstown Elementary School,Lordstown Local,021469,,0.0,False,unmatched,
,,Trumbull,390502003875,Lordstown High School,Lordstown Local,021477,,0.0,False,unmatched,
,,Trumbull,390502103877,Maplewood High School,Maplewood Local,022681,,0.0,False,unmatched,
,,Trumbull,390502103879,Maplewood Elementary School,Maplewood Local,022699,,0.0,False,unmatched,
,,Trumbull,390502203880,McDonald High School,McDonald Local,023515,,0.0,False,unmatched,
,,Trumbull,390502203881,Roosevelt Elementary School,McDonald Local,032490,Roosevelt Middle School,0.0,False,exact_unique_name,100
,,Trumbull,390502303882,Chalker High School,Southington Local,005777,,0.0,False,unmatched,
,,Trumbull,390502303883,Southington Elementary School,Southington Local,035238,,0.0,False,unmatched,
,,Trumbull,390502304355,Southington Middle School,Southington Local,098566,,0.0,False,unmatched,
,,Trumbull,390502403884,Bascom Elementary School,LaBrae Local,001669,,0.0,False,unmatched,
,,Trumbull,390502403885,LaBrae High School,LaBrae Local,020008,,0.0,False,unmatched,
,,Trumbull,390502403887,LaBrae Middle School,LaBrae Local,019992,,0.0,False,unmatched,
,,Trumbull,390502403888,LaBrae Intermediate School,LaBrae Local,003335,,0.0,False,unmatched,
,,Trumbull,390502503889,Mineral Ridge High School,Weathersfield Local,025023,,0.0,False,unmatched,
,,Trumbull,390502503891,Seaborn Elementary School,Weathersfield Local,033928,,0.0,False,unmatched,
,,Holmes,390502703892,Dundee Elementary School,Garaway Local,008854,,0.0,False,unmatched,
,,Tuscarawas,390502703893,Garaway High School,Garaway Local,012849,,0.0,False,unmatched,
,,Holmes,390502703894,Baltic Elementary School,Garaway Local,012856,,0.0,False,unmatched,
,,Tuscarawas,390502703895,Miller Avenue Elementary School,Garaway Local,024794,,0.0,False,unmatched,
,,Tuscarawas,390502703896,Ragersville Elementary School,Garaway Local,031021,,0.0,False,unmatched,
,,Tuscarawas,390502803899,Indian Valley High School,Indian Valley Local,017426,,0.0,False,unmatched,
,,Tuscarawas,390502803900,Midvale Elementary School,Indian Valley Local,024588,,0.0,False,unmatched,
,,Tuscarawas,390502803901,Port Washington Elementary School,Indian Valley Local,030866,,0.0,False,unmatched,
,,Tuscarawas,390502803902,Tuscarawas Middle School,Indian Valley Local,037655,,0.0,False,unmatched,
,,Tuscarawas,390502903903,Strasburg-Franklin Elementary School,Strasburg-Franklin Local,036236,,0.0,False,unmatched,
,,Tuscarawas,390502903904,Strasburg-Franklin High School,Strasburg-Franklin Local,036244,,0.0,False,unmatched,
,,Tuscarawas,390503003905,Tuscarawas Valley Elementary School,Tuscarawas Valley Local,003129,,0.0,False,unmatched,
,,Tuscarawas,390503003908,Tuscarawas Valley Middle-High School,Tuscarawas Valley Local,037663,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Union,390503203909,Fairbanks High School,Fairbanks Local,010926,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Union,390503203910,Fairbanks Elementary School,Fairbanks Local,024711,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Union,390503204253,Fairbanks Middle School,Fairbanks Local,091371,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Union,390503303917,North Union Middle School,North Union Local School District,026385,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Union,390503303918,North Union High School,North Union Local School District,026393,,0.0,False,unmatched,
1.0,Group 1 - Columbus Core,Union,390503305303,North Union Elementary School,North Union Local School District,000242,,0.0,False,unmatched,
,,Van Wert,390503503919,Crestview High School,Crestview Local,007666,,0.0,False,unmatched,
,,Van Wert,390503503920,Crestview Elementary School,Crestview Local,007690,,0.0,False,unmatched,
,,Van Wert,390503505701,Crestview Middle School,Crestview Local,012555,,0.0,False,unmatched,
,,Van Wert,390503506062,Crestview Early Childhood Center,Crestview Local,018984,,0.0,False,unmatched,
3.0,Group 3 - Southeast Cluster,Vinton,390503903929,West Elementary,Vinton County Local,000455,,0.0,False,unmatched,35.71428571428571
3.0,Group 3 - Southeast Cluster,Vinton,390503903931,South Elementary,Vinton County Local,014878,,0.0,False,unmatched,34.48275862068966
3.0,Group 3 - Southeast Cluster,Vinton,390503903932,Central Elementary,Vinton County Local,023374,,0.0,False,unmatched,38.70967741935484
3.0,Group 3 - Southeast Cluster,Vinton,390503903933,Vinton County High School,Vinton County Local,038471,Vinton County Middle School,0.0,False,exact_unique_name,100
3.0,Group 3 - Southeast Cluster,Vinton,390503904405,Vinton County Middle School,Vinton County Local,111526,Vinton County Middle School,0.0,False,exact_irn,
,,Warren,390504103935,Carlisle High School,Carlisle Local,004911,,0.0,False,unmatched,
,,Warren,390504103936,Carlisle Intermediate Elementary School,Carlisle Local,004937,,0.0,False,unmatched,
,,Warren,390504103937,Carlisle Junior High School,Carlisle Local,064907,,0.0,False,unmatched,
,,Warren,390504103938,Carlisle Primary Elementary School,Carlisle Local,004929,,0.0,False,unmatched,
,,Warren,390504203518,Springboro Intermediate School,Springboro Community City,138602,,0.0,False,unmatched,
,,Warren,390504203939,Clearcreek Elementary School,Springboro Community City,006577,,0.0,False,unmatched,
,,Warren,390504203941,Springboro High School,Springboro Community City,006593,,0.0,False,unmatched,
,,Warren,390504204172,Springboro Junior High School,Springboro Community City,065417,,0.0,False,unmatched,
,,Montgomery,390504205311,Five Points,Springboro Community City,008294,,0.0,False,unmatched,
,,Warren,390504205321,Dennis,Springboro Community City,008290,,0.0,False,unmatched,
,,Warren,390504300921,Columbia Intermediate School,Kings Local,124875,,0.0,False,unmatched,
,,Warren,390504303942,J F Burns Elementary School,Kings Local,017541,,0.0,False,unmatched,
,,Warren,390504303943,Kings Junior High School,Kings Local,019075,,0.0,False,unmatched,
,,Warren,390504303944,Kings Mills Elementary School,Kings Local,019083,,0.0,False,unmatched,
,,Warren,390504303945,South Lebanon Elementary School,Kings Local,033217,,0.0,False,unmatched,
,,Warren,390504304356,Kings High School,Kings Local,098640,,0.0,False,unmatched,
,,Warren,390504305862,Kings Mills Educational Center,Kings Local,144865,,0.0,False,unmatched,
,,Warren,390504403548,Little Miami Elementary School,Little Miami Local,138859,Little Miami Elementary School,875.0,True,exact_irn,
,,Warren,390504403948,Little Miami High School,Little Miami Local,021113,Little Miami Elementary School,875.0,True,exact_unique_name,100
,,Warren,390504404302,Little Miami Middle School,Little Miami Local,021121,Little Miami Elementary School,875.0,True,exact_unique_name,100
,,Warren,390504405492,Little Miami Primary School,Little Miami Local,009927,,0.0,False,unmatched,75.0
,,Warren,390504406170,Little Miami Early Childhood Center,Little Miami Local,019447,,0.0,False,unmatched,51.06382978723405
,,Warren,390504501106,Mason Early Childhood Center Elementary School,Mason City,121871,,0.0,False,unmatched,
,,Warren,390504501468,Mason Intermediate Elementary School,Mason City,126193,,0.0,False,unmatched,
,,Warren,390504503952,Mason Middle School,Mason City,005363,,0.0,False,unmatched,
,,Warren,390504503954,William Mason High School,Mason City,041376,,0.0,False,unmatched,
,,Warren,390504603955,Waynesville Elementary School,Wayne Local,039925,,0.0,False,unmatched,
,,Warren,390504603956,Waynesville High School,Wayne Local,040055,,0.0,False,unmatched,
,,Warren,390504604379,Waynesville Middle School,Wayne Local,061614,,0.0,False,unmatched,
3.0,Group 3 - Southeast Cluster,Washington,390504803958,Beverly-Center Elementary School,Fort Frye Local,002659,,0.0,False,unmatched,
3.0,Group 3 - Southeast Cluster,Washington,390504803960,Fort Frye High School,Fort Frye Local,012591,,0.0,False,unmatched,
3.0,Group 3 - Southeast Cluster,Washington,390504803961,Lowell Elementary School,Fort Frye Local,021675,,0.0,False,unmatched,
3.0,Group 3 - Southeast Cluster,Washington,390504803962,Salem-Liberty Elementary School,Fort Frye Local,033480,,0.0,False,unmatched,
3.0,Group 3 - Southeast Cluster,Washington,390504806171,Fort Frye Middle School,Fort Frye Local,019466,,0.0,False,unmatched,
3.0,Group 3 - Southeast Cluster,Washington,390504903963,Frontier High/Middle School,Frontier Local,012567,,0.0,False,unmatched,
3.0,Group 3 - Southeast Cluster,Washington,390504903965,Matamoras Elementary School,Frontier Local,023192,,0.0,False,unmatched,
3.0,Group 3 - Southeast Cluster,Washington,390504903966,Newport Elementary School,Frontier Local,027094,,0.0,False,unmatched,
3.0,Group 3 - Southeast Cluster,Washington,390504906173,Frontier Local Virtual School,Frontier Local,019749,,0.0,False,unmatched,
3.0,Group 3 - Southeast Cluster,Washington,390505103973,Waterford Elementary School,Wolf Creek Local,039743,,0.0,False,unmatched,
3.0,Group 3 - Southeast Cluster,Washington,390505103974,Waterford High School,Wolf Creek Local,039750,,0.0,False,unmatched,
3.0,Group 3 - Southeast Cluster,Washington,390505106175,BlueSky Virtual Academy,Wolf Creek Local,019716,,0.0,False,unmatched,
,,Wayne,390505303976,Chippewa Jr./Sr. High School,Chippewa Local,006312,,0.0,False,unmatched,
,,Wayne,390505303977,Chippewa Intermediate School,Chippewa Local,008748,,0.0,False,unmatched,
,,Wayne,390505303978,Hazel Harvey Elementary School,Chippewa Local,015743,,0.0,False,unmatched,
,,Wayne,390505306176,Chippewa Virtual Learning Academy,Chippewa Local,019629,,0.0,False,unmatched,
,,Wayne,390505403979,Dalton Elementary School,Dalton Local,007997,,0.0,False,unmatched,
,,Wayne,390505403980,Dalton High School,Dalton Local,008003,,0.0,False,unmatched,
,,Wayne,390505403981,Dalton Middle School,Dalton Local,066845,,0.0,False,unmatched,
,,Wayne,390505503983,Green Middle School,Green Local,014456,,0.0,False,unmatched,
,,Wayne,390505503984,Green  Elementary School,Green Local,022996,,0.0,False,unmatched,
,,Wayne,390505503986,Smithville High School,Green Local,034793,,0.0,False,unmatched,
,,Wayne,390505603988,Norwayne Middle School,Norwayne Local,007625,,0.0,False,unmatched,
,,Wayne,390505603989,Norwayne High School,Norwayne Local,028076,,0.0,False,unmatched,
,,Wayne,390505603990,Norwayne Elementary School,Norwayne Local,036004,,0.0,False,unmatched,
,,Wayne,390505803995,Waynedale Elementary School,Waynedale Local,000851,,0.0,False,unmatched,
,,Wayne,390505803998,Waynedale Middle School,Waynedale Local,018440,,0.0,False,unmatched,
,,Wayne,390505804000,Waynedale High School,Waynedale Local,040071,,0.0,False,unmatched,
,,Wayne,390505904002,Shreve Elementary School,Triway Local,034520,,0.0,False,unmatched,
,,Wayne,390505904003,Triway High School,Triway Local,037564,,0.0,False,unmatched,
,,Wayne,390505904004,Triway Middle School,Triway Local,061622,,0.0,False,unmatched,
,,Wayne,390505904005,Wooster Twp Elementary School,Triway Local,042234,,0.0,False,unmatched,
,,Williams,390506104006,Edgerton Elementary School,Edgerton Local,009886,,0.0,False,unmatched,
,,Williams,390506104007,Edgerton High School,Edgerton Local,009894,,0.0,False,unmatched,
,,Williams,390506204009,Edon High School,Edon Northwest Local,010090,Edon High School,0.0,False,exact_irn,
,,Williams,390506204010,Edon Elementary School,Edon Northwest Local,010108,Edon High School,0.0,False,exact_unique_name,100
,,Williams,390506304012,Hilltop High School,Millcreek-West Unity Local,016436,,0.0,False,unmatched,
,,Williams,390506304013,Hilltop Elementary School,Millcreek-West Unity Local,038901,,0.0,False,unmatched,
,,Williams,390506404016,North Central Junior/High School,North Central Local,026112,,0.0,False,unmatched,
,,Williams,390506404017,North Central Elementary School,North Central Local,030064,,0.0,False,unmatched,
,,Williams,390506504018,Stryker Elementary School,Stryker Local,036319,,0.0,False,unmatched,
,,Williams,390506504019,Stryker High School,Stryker Local,036327,,0.0,False,unmatched,
,,Wood,390506700345,Eastwood Middle School,Eastwood Local,061499,,0.0,False,unmatched,
